"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration"
"0641720c-3588-44c3-b345-3e2268cbbdca","US","111","221","70","70","1630","1102400","2720","195","1","40","18","34","1","5","104","3552","21324197","9304520","6926807"
"6384076e-115e-4bfe-888b-7742552bc332","US","206","1",,,"2860","1066400","2713",,"1","11","7","48",,"5","155","2462","7483601","3927139","6155913"
"bba63016-f26b-4de3-9b1c-c27eca715fc6","US","90","15","16","16","1660","556800","1326","6",,"47","30","18",,"2","54","1339","8912405","1446625","3164587"
"445b3b56-b051-47f8-89b4-b436020dc247","US","161","89","5","5","0","784400","1211","41",,"9","5","8",,"5","25","1821","13444419","1709189",
"7fb8fe0c-9d55-41f3-9dd3-b6e070e0530f","US","566","19","23","23","4780","2649900","6545","17","1","195","114","14",,"17","240","5731","25358088","19920786","27705192"
"c4832a3f-cacb-4a5f-8eca-41f0f87a466f","US","300","313",,,,"2587400","2149","279",,"61","31","15",,"3","28","4499","19899948","21583113","7766596"
"f377de41-8cad-4e3e-9350-1bc21d991db8","US","207","27","26","26","3140","1394100","3293","1","3","61","22","4","1","18","98","2456","2965325","15310029","6654395"
"a6c1548d-4d3b-4440-8554-a21621938b24","US","126","120","3","3","2032","1327900","2023","35",,"27","22","21",,"4","153","2747","9271113","8411238","5737372"
"c452adb1-3076-4b1f-a4b2-a58c3f446104","US","62","3",,,"65","80220","223",,,,,,,"3","18","533","464608","3675001",
"8e71ddb2-d3d0-4fbe-a8a3-82d78eb0fd68","US","545","202","36","36","6420","5482300","6043","200","2","25","19",,,"3","280","6776","35271138","12812124","8050534"
"bbbd7b1a-11ca-47a6-ac42-e60ce2eb3410","US","181","123","52","52","2379","1876400","3726","45","1","9","6","12",,"12","200","3648","14281723","2951920","5801865"
"e7631fdf-a6bb-4d15-b68a-de71a260f3d4","US","136",,"21","21","583","431700","1543",,,"15","6","9",,"19","84","1656","2126864","2043343","6053887"
"797a969a-a61c-4e57-8453-b4b631020d6c","US","124","6",,,,"281600","693","6",,"14","9","4",,"3","40","1063","3413496","6102848","312621"
"3ae55bbc-0cd4-4a9c-851b-e60a41e5e270","US","41","65",,,"0","87800","208","35",,,,"1",,"6","26","898","949281","4678152","1516144"
"3a970022-8de2-491b-8c60-56113bc94fb6","US","54","39","1","1","200","146300","363","38",,,,"14",,"10","35","867","773811","1974517","1997788"
"1351f17b-5d4b-42a8-b9d1-73441c8a67c7","US","324",,"9","9","3069","1110900","2828",,"3","11","8","9",,"9","40","2415","8950618","2196710","2069847"
"54a0ba8f-c835-4030-8cf5-42dd477fae11","US","65","125","8","8","660","397400","1084","108",,,,"8",,"9","99","1988","2910528","5760395","4854844"
"59cbf737-a9ae-4f85-a10e-72bd61acd708","US","121","6","2","2","1173","415300","1378",,,"26","9","12",,"4","87","1465","4187122","9298659","5450198"
"1db30126-3e30-4ffb-bfb2-e0851e6ee025","US","30",,"2","2","100","37260","116",,,,,"8",,"1","8","271","1293774",,
"c21e661f-30fa-4532-a97c-4eadb331710d","US","66","68","7","7","1060","390700","921","67","2",,,"64","1","6","50","1527","2224618","5322779","717546"
"aad9e0d9-d1b4-470e-948e-9337a0a99170","US","198","135",,,"1240","1104400","875","121","1","22","10",,,"37",,"2347","3837590","9403282","6742428"
"86da8131-b5ce-479e-abcb-a5fc0e77d899","US","122","12","27","27","1515","429300","1254",,,"20","10","25",,"7","55","1496","2756600","7446809","3078542"
"3c104069-ec1a-4113-9c35-1f536b763329","US","209","209","28","28","1880","1267400","2385","70",,"8","2","11",,"10","12","3025","8968838","11851484","3237601"
"9921f868-25df-4483-8da1-ebf02b72dd24","US","261","14","46","46","3850","1433660","4054","14",,"24","16","40",,"7","200","3473","15429393","8581736",
"6c5a9f1e-96b0-42f4-a051-bd38f6c50b06","US","179","100","3","3","1867","707500","1610","1","1","14","10","9","1","10","28","2225","5148791","16235518","2091854"
"e2820239-bc95-4c78-80d7-5e7c11847b4c","US","483","15","28","28","2780","2065900","4481","1",,"34","16","19",,"20","60","4081","26313444","12624684","5131363"
"3db251c1-003f-492e-8853-6c832bde7497","US","112","4",,,"300","178620","513","3",,,,"9",,"3",,"712","1353511","3250568",
"44b75018-04e2-4728-9a8b-e35e14f5100e","US","220","290","61","61","4000","3052400","4039","218","1",,,"12","1","20","200","5881","18516544","14945198","19400251"
"1fd3596d-50c1-4f5b-9902-bd9957bff8ec","US","66",,"7","7","0","115160","527",,,,,"13",,"3","12","587","1669288","719462","351934"
"39ce816a-deb8-476b-b331-744c5c996848","US","141","88","8","8","2261","787700","2028","16","2","6","4","18","2","6","48","1937","7510644","3871149","251298"
"f2467af5-6343-48f4-a069-9786577da4fe","US","16","20",,,"250","62220","258","20","1",,,"4","1","5","4","340","1079875","476765","316577"
"fc727b71-8098-4002-90bc-36f8dcafeae6","US","115","4","11","11","790","577400","1877",,,"4","3","13",,"10","50","1240","2661417","635934","3746918"
"c63d6a90-19f4-4f0c-9d86-5739b3b0ea08","US","1255","410","72","72","15824","9936400","15903","376","4","39","19","110","5","12","125","12241","25653730","25082756","36389199"
"51c92790-f399-44b8-99e1-526165fff016","US","60","6","15","15","360","247820","714",,,,,"14",,"8","60","1005","1726343","1626911","3103770"
"8c8f58b5-5c6a-4ed8-983d-27844b0bcd31","US","385","205","47","47","4668","3213600","4965","177","1","7","3","9","4","5","186","5530","5653831","1581031","27897314"
"b0ec48ac-2638-4d45-97b9-9e9e53f88682","US","644","23",,,"7599","3352800","7349","20","3","28","18","34",,"26","225","5652","8298771","21876567","15760733"
"8f45dbca-3021-40c3-b7de-5edcd18f38ff","US","134","1","16","16","1200","337400","927","1",,"10","10","4",,"3","12","1079","6897175","511135",
"0b3cb05e-ebb7-4c5e-b9a4-83085bac3ffd","US","190","182","3","3","956","1072200","1259","180",,,,"117",,"4",,"2527","7227028","6640612","10712898"
"956a62c3-766b-4ad5-9a42-8d8392a07d63","US","196","13","61","61","1163","933200","2390","3","1","45","24","2","1","17","21","2127","11808486","10050112","6440500"
"dd4a860b-ddb1-40b4-9f1d-9c36e3503225","US","236",,"2","2","2200","1252400","3484",,,"112","44","72",,"7","105","2614","11907655","17183591","6758300"
"fab4c8d4-1d83-464c-ab90-bc9954b6bf11","US","464","64","95","95","7019","3083800","6627","7","2","56","37","37",,"11","214","5739","18199511","19261243","13357088"
"ec2b9641-d052-4620-b47e-41cfa3ddb25a","US","212","2",,,"2158","1182200","2003",,,"210","97",,,"15","120","2773","3190814","20592865","23406944"
"6ceedc04-85ff-4a19-90c7-b4fac9bdb4dd","US","284","15","20","20","2164","835800","2270","2",,"11","8","14",,"10","94","2716","2041312","13343290","15557997"
"5ec08bb6-a5fb-491b-8cbf-64be07ad8a80","US","229","200","6","6","1590","1207400","2217","42",,"73","35","33",,"14","41","3233","1365620","15698917","23467470"
"46287903-6d45-442e-a73d-2d9f536e6178","US","45","2",,,"810","116860","493","2","1",,,"1","1","4","31","611","2858750",,"800619"
"f096c9b5-1a4f-4da7-aa5f-29bee63e21ff","US","138","40","22","22","1957","937900","1674","6",,"53","27","2",,"13","120","2194","18653791","10002239","5604182"
"49914592-7a21-40be-b5d7-6cfeb68bba45","US","400","79","6","6","2420","1927400","3793","11",,"71","47","11",,"21","46","3588","14719481","8300584","23595582"
"989e0bc0-c55b-4724-9200-219b72db8d46","US","165","30","21","21","2630","818300","2736",,"1","6","5","10","2","15","35","1803","3521869","5286235","3093644"
"dce0b784-15d9-4ca4-a6f4-07d5a953c147","US","72","42",,,"610","146300","432","6",,,,"29",,"20",,"930","3863568","4319931","1995898"
"049a9c45-748a-40ce-aa71-d08ff3e2e7c3","US","101","13","28","28","2400","492000","2036",,,"3","3","10",,"12","98","1728","1189611","6727442","1201372"
"e08abe33-88c3-40d8-9b6e-2ec63af30218","US","57",,"16","16","1000","249520","1003",,"3","18","14",,"3","7","40","875","3730529","5467259",
"ccba27cf-52f4-499d-97d5-b2fa783a4051","US","115","55","45","45","1580","515700","1543","13","1","4","3","4",,"8","23","1670","5448278","2096323","1479516"
"ff93db1c-d670-4433-88f1-04d11b40dde1","US","359","30","43","43","4641","2329900","4872","4","1","82","57","16",,"8","200","4535","17247301","12370471","15289237"
"285735cb-dd26-4cd9-8bb0-a2dddf5cd775","US","81","150","5","5","700","832400","873","40",,,,"6",,"11","74","2068","8744645","733359","1496843"
"5a6f4350-3590-4ccc-806a-f338efec3c8f","US","91","211","13","13","2280","1565400","2029","77",,"32","22","26",,"13","200","3473","5564013","29463014","9854227"
"32d867d4-3346-4b18-a298-da2121469888","US","80","23","4","4","60","169160","360",,,"16","13","2",,"5","13","818","8355404","560783",
"54d1dac8-72f3-4e84-a48f-40f92ae9ae57","US","230","431","69","69","4480","3456400","4513","427",,"88","63","37",,"20","200","6233","16029074","28060297","16286993"
"3a91695e-a80a-4d6e-98fc-53195d8e9440","US","100","2","1","1","164","155300","307",,,"6","2","10",,"8","19","877","734611","150845","5033451"
"5861030d-8fb5-45d5-9c49-e3ad9d6bc95e","US","97","2","23","23","1900","558800","1800","2",,"20","17","22",,"5","34","1126","2799152","7422828","5288873"
"e00b9d53-ec80-48a3-846f-857e7d868bbe","US","136","212",,,"2430","1006400","2031","93","2","7","4","22",,"15","67","2830","6792971","10132595","8343067"
"12c9d05c-2b13-49d3-97c2-da5b4e6b8baf","US","314","10","80","80","4500","2184400","6134",,"2","39","13","17","2","28","200","4214","16820206","6068081","9912036"
"fb5c0aa8-0e36-445c-8c7c-06b254acbce7","US","533","141","63","63","6414","4134800","6288","40","1","11","8","18",,"14","211","6239","9578344","30305520","7010067"
"7d383f2c-d1fd-40d8-b54d-4f86d2e5bb3a","US","25",,,,,"23900","92",,,,,"4",,"9","5","225","47318","241730","936553"
"69760a7b-ddc2-4255-9d99-69ea214e1d31","US","260","167","69","69","4630","3169600","4942","65",,"91","55","22",,"11","165","4748","27229183","18012364","8476444"
"eee78b15-ee50-45a9-9258-7137d49e81c6","US","313","1","53","53","5115","1306800","4777",,,"14","11","11","2","8","100","3088","5784155","6145713","2514646"
"fc6dcf5c-882c-4360-81b8-6c914d92760e","US","230","57","57","57","3513","1484900","3659","56",,"6","4","51",,"10","170","3277","15953296","5218418",
"1d11cc15-1d5b-436e-b35a-5318359f50a9","US","79","142",,,"495","514500","574","79",,"10","4",,,"6","66","1912","10451569","3767014","1878121"
"e6195c4c-f1ce-4e61-b752-ecb28c85ee48","US","52","21","6","6",,,,"1",,,,,,"2","20","733","4489606",,
"282142ef-a2a3-40bb-8327-e0c32ec41291","US","52","105","45","45","1950","622500","1596","2","1",,,"8","1","4","85","1986","3908701","1243026","10536266"
"ddb0a513-7d44-47ff-ab09-36562257d463","US","91","45",,,"1240","373400","1137","38","1","3","3","17",,"6","100","1557","3354035",,"3908768"
"83ddd749-fb71-4f2a-ba1a-fb003f32f44f","US","21","63",,,,"146300","190","21",,,,,,"3","47","863","5354613",,
"8fd044fd-c2c4-4df7-b302-b1720cf2344b","US","69","13",,,"400","135500","472","1",,,,"2",,"8","5","645","1992834",,"3628764"
"b32fa6c4-6306-4943-9365-58725b3d1ee8","US","4",,,,,"300",,,,,,,,"1",,"32","1",,
"b30d646d-dab6-418d-8397-50e9dad5a9f7","US","249","92","10","10","600","1255900","2579","36",,"58","34","16",,"15","21","2574","11831100","7955945","3579720"
"a4e3fb5f-3f89-4bd7-92f0-7bec9961e83f","US","54","3","6","6","790","146400","476",,,,,"7",,"6","15","621","1394666","1611432","275428"
"615dfc2d-25ed-4504-a8ac-7127b7d75f33","US","150","28","20","20","1060","697400","1707","26",,"56","34","15",,"5","21","1581","4924844","14016159","3618720"
"ff7afb78-7249-4350-97b2-0a2140844c13","US","511","107","48","48","6578","3147600","6294","26","5","5","3","12","1","6","215","5765","17488112","9978882","15987714"
"31bf430f-a39b-4b67-86da-e09064df13f4","US","432","32","7","7","5654","2354900","5329","25","2","13","6","64",,"17","225","4665","6045886","15313830","9265975"
"e8362cf8-e581-46ad-9533-b534fa2c835c","US","120","37",,,"448","324400","693","36",,"9","6","6",,"3","44","1291","9505428",,
"e7a1d0ba-4fc3-4709-94ef-85f912a167d8","US","200","5","12","12","2063","969200","2669","4",,"14","10","16",,"20","119","2258","7853618","5339413","5536345"
"0bbba14e-55fd-4589-bfda-9a0074a321ac","US","225","2",,,"730","562400","1553",,,,,"11",,"14","3","1585","2011350","8092476","4632325"
"11763bf1-42e8-4b00-b6ca-b4c1f10bd7ee","US","3",,,,"400","193200","2764",,,"4","4","5",,"2","23","313","1715284","209905",
"7e8dabe8-b7dc-4301-884d-1e595927c3ab","US","372","119",,,"4180","2394400","3972","36",,"62","41","47",,"13","95","4134","14242878","14740370","21342157"
"a46d44e2-1fd3-472d-8af7-3e6a76bf6e1a","US","119","14","13","13","1610","548000","2269",,"1","6","4","8","1","10","65","1484","2898912","3457090","1089643"
"e08885fa-b39a-4106-8b95-a3d7ed8aa3b4","US","365","378","80","80","6592","5196200","6304","106","3","10","6","66","2","19","185","7237","21115128","20007569","10561927"
"8a4ca92f-fe33-4f3d-98d1-22405b25675d","US","376","289","77","77","6186","4452800","6280","142",,"77","56","20",,"31","249","6519","12639489","19167281","22950226"
"23c81dca-837e-4fb3-be08-f758722daba4","US","69","148","3","3","1310","604400","1024","11",,"10","7","7",,"7","73","2043","37558080","1354177","7928202"
"37252460-aecb-4945-8afb-601cc07a857d","US","277","96","17","17","2280","1657400","2240","25","3","11","10","16",,"15","131","3342","11258386","10476191","1618396"
"fb794307-7e28-412c-a6c9-0ec7cffb2402","US","5","1",,,,,,,,,,,,"1",,"60","334859",,
"6b140d49-e996-4433-a7cf-d0ab37aad5be","US","156","54",,,"582","336400","854","45",,,,"13",,"4","3","1419","6953436","6384349","715630"
"14511664-9c1f-4afe-aa40-fc0ed36c1bef","US","210","139","55","55","1154","1557400","2772","49",,"64","40","11",,"11","70","3262","8113719","24383117","1932174"
"4c411b42-6506-4b14-9db7-8f36ef9ccd61","US","173",,,,"400","624000","1638",,,"45","23","36",,"6","63","1574","16719866","3289801","35804"
"97fbcd8b-d094-4761-93aa-d36fb4cc3ebf","US","1025","798",,,"9473","8670500","9233","784","3",,,"51",,"11","80","11765","54149654","11701183","26169350"
"c0500126-54c0-45bb-99df-6c9828981de0","US","70","49",,,"250","206600","726","3",,"1","1","11",,"7","15","927","2859584","1368806","966477"
"b2282e82-536e-427c-b335-3cf4854d3847","US","114","148","55","55","4180","1540000","3964","79","4","62","31","20","5","5","100","3184","27558674","20709519",
"b2feb78f-afcc-4fed-a95f-690b56c5c871","US","154","152","42","42","2824","1261800","2803","6","2","37","19","37","1","15","60","3019","669211","18320976","14183158"
"b611ed63-c6fe-4847-8e22-4dbe8c62ff1a","US","275","90","15","15","3366","1793600","3577","18",,"67","40","11",,"13","90","3187","7519765","19814963","6053439"
"24b07de7-08ee-4eee-b0e4-15ec56c7f902","US","590","18","20","20","6432","2906620","6498","16","1","138","50","16",,"11","70","5263","5028940","10728845","9585294"
"4a3689d4-a45a-4ba6-8993-78a3dfd05d17","US","100","31","5","5","540","247820","1112",,"1","6","4","5","1","3","12","1029","3142109","4172325",
"f91faee8-7814-47bf-8e87-eda55660aaef","US","228","6","42","42","3415","1014400","3351",,"2","32","13","12","1","13","71","2474","3903063","20113014","5951195"
"4bd4f4dc-7cff-42d9-87a3-5955fc36aa88","US","131","10","24","24","870","463660","1296",,,"27","19","8",,"10","82","1646","1101788","1983315","6416279"
"ef86de1f-0023-42a8-9032-d9f0d2bfac66","US","129","2",,,"399","284100","1439","2","1","2","2","8",,"12","28","1061","2648528","1454658","1414609"
"9f516d40-72c6-478c-bab1-b5c6b951331c","US","135","4",,,"482","280320","623",,,"4","1","4",,"3","22","1096","669662","20690067","662545"
"43f19306-33d7-4ec5-960c-31f471428f7d","US","138","120","11","11","1311","535000","1362","60",,"3","2","12",,"13","24","2112","5466270","8153403","6235624"
"bd55d693-8957-4da4-8e77-a3f63e645a2b","US","340","8",,,"4544","1955300","4249","8","4","19","12","40","1","14","181","3403","9074091","10361373","3392532"
"ef733be2-7821-48cf-a4e1-39bd77d43349","US","109","6","9","9","934","309400","880","3",,"12","3","16",,"5","45","1154","2330505","6425417","293519"
"d8378b69-19cb-4dac-b97c-8ee96dce8039","US","192","262","48","48","2971","2543800","3110","66",,"20","12","24",,"6","158","4580","12445106","24259965","5204173"
"46cb59c8-0a67-4db1-901c-2870311d21d5","US","75","88",,,"3368","457400","3097","67","2","6","6",,"1","3","15","1244","7204038","3509145","3024"
"3a8ae69b-d301-47f7-bf1b-51f19e478587","US","303","13","89","89","5280","2041400","4972","13","1","21","15","99",,"17","230","4516","6819435","16172635","8206256"
"b02d5ed5-cccc-4500-802a-2f7f9d027287","US","316","248","46","46","1627","2227200","4675","86",,"171","87","111",,"18","120","5214","24911190","31699808","18026290"
"421fbda5-0d08-44d0-a9f5-197dc0bdaf20","US","12","1",,,"450","17820","70",,,,,,,"5",,"138","289052","790336",
"94a87afa-4d97-4d8c-81cd-884763e89482","US","113","29",,,"1020","310000","1331",,"2","19","13","8","2","2","8","1075","6631128","331084","2005003"
"0101f71c-3f42-4bf7-ae94-322fdbac6b51","US","150","8","34","34","1350","447000","1140",,,"6","5","1",,"7","36","1496","1077965","1779582","7076227"
"4f77d96a-a4d1-4549-ad8f-6f27674fcbde","US","281","223","39","39","5230","3443400","5016",,"2","57","30","9",,"40","220","5389","5809333","20113729","13910822"
"59b79ec1-c104-4a5b-86cc-6c0af6f0da18","US","524","2",,,"5440","2685600","5415","1","2","62","60",,"4","20","150","4489","15348864","20071637","9532196"
"84fdec55-2732-4f28-b87a-cfb19fd266a0","US","286","8","2","2","4248","1598100","4150","4","1","15","11","114",,"8","196","3353","9791528","12443373","14006950"
"10c95828-d03c-4e34-8368-af5e8ac40bf6","US","80",,,,"360","193700","472",,,"20","14","2",,"7","40","832","8559370",,"358583"
"3defa347-705e-4e3e-b292-5d87e2b1c8b0","US","239","5","1","1","3380","1063400","3116",,"1","72","43","31",,"33","31","2196","10756843","6432218","6914250"
"90691d76-57f3-4960-b9ea-fcbb0fec9cca","US","127","14",,,"1490","354920","1287","1",,"3","3","14",,"7","30","1132","3718055","2506266","1393150"
"ecb02aa4-27f4-4ccc-bcb8-3bba329fbaeb","US","363","10","29","29","4506","1849100","4873","10","2","48","41","42",,"23","210","4596","6807248","11006584","12048050"
"200c20fd-6f17-4329-8951-a884595bc234","US","147","6","4","4","1381","353700","1095","4",,"21","10","60",,"15","5","1251","12775595","2728008","222322"
"b9276cd4-084d-46f8-9bbf-78e64f5a5a88","US","101","1","43","43","0","322400","1132",,,"49","28",,,"7","50","1401","3818739","52523","9161437"
"9ecc1db3-d266-442a-9223-8fbaf740c025","US","302","6","46","46","8340","2418000","8660",,"9","73","31","31","8","14","240","4367","19952185","6498235","2455068"
"fa69d4df-6c7f-4996-b868-b18173a29768","US","44","256","113","113","11050","6069500","9303","143","11",,,"64","7","46","190","5253","3996883","15841843","25846508"
"ed9d86d2-2d34-465b-8081-b31d37166be2","US","391","470","2","2","2300","3498400","4133","137","2","5","2","30",,"9","120","5995","18828692","9140448","33019577"
"0524046e-a9c4-4247-bf3e-098215aacef9","US","40","13",,,"800","142160","467","9",,,,"15",,"3","62","740","793843",,"2043546"
"0633afd2-342d-4391-b959-4175f43ab199","US","205",,"3","3","520","607400","1463",,"1","61","41","16",,"16","5","1626","5323265","15223331","4905808"
"d4837d9d-fefd-43a7-9de9-9cbe6c942a36","US","70","6","30","30","710","170960","747",,,"25","10","10",,"3","40","1025","837808","9221962",
"d4e8d9d9-9c5e-4de3-8b13-ca2ee2cc4391","US","247","3","20","20","5140","1542400","5511",,"10","92","57","21","8","3","108","2894","6870738","19750580","7152980"
"28c1e6ed-7851-4976-8a24-6af321a99e06","US","54","21","13","13","760","195000","370",,,,,"38",,"7","18","744","571943","6273161","2511004"
"28cdbe0c-41a9-4e3c-958f-61c7b440eb74","US","72","37",,,"0","103620","130","18","1",,,"1",,"5",,"684","1099203","586831","4117008"
"10652534-f51b-4140-ada9-a0cedfbc2a1a","US","199","10","28","28","2250","792300","2552","10",,"14","11","19",,"10","40","1967","3327036","5474949","1784693"
"c6cb5524-0d4d-49fe-b0cf-be04da84f3cd","US","32",,"6","6",,"11520",,,,,,"1",,"3",,"251","456116","169682","1322921"
"29b66129-ceb9-4618-bcba-33318e744fd1","US","213","26","30","30","3970","1325800","3648","11","2","42","26","16",,"4","100","2598","16481221","7099296","6073285"
"acdfaa7b-e2fd-4d93-8f0d-fbbb7f24aa4d","US","65","151","11","11","1510","766400","1278","109",,,,"51",,"8","101","2389","11527911","2423862","2259952"
"c6b4a56c-b970-44a3-b716-6b5d0e6f91fe","US","176","5",,,"1273","524900","1078","2",,"15","10",,,"10","40","1643","11445919","1456517","820905"
"f7336e3c-bf58-46df-aa16-15ee18a4c770","US","377","1",,,"3397","1806300","4089",,,"41","22","18",,"12","174","3636","3980639","19206153","11692714"
"8dfcc416-f2c1-48c5-8bce-3dcaf20f2656","US","176",,,,"1090","690100","1404",,,"18","8","328",,"13","1","1840","21972148","6270045","2000305"
"849ca539-4352-4fe6-b844-41a2ea8fe71e","US","178","29","23","23","1211","593900","1222","2","1","20","6",,,"7","19","1708","24530538","3563722",
"4bcdec00-f716-40cb-b98a-7935fdaa380c","US","180","79",,,"125","818800","1753","22",,"7","3","6",,"8","109","2285","6419725","6683811","8069124"
"ae930c79-506c-4f81-9050-28d22d8b68ff","US","205",,"10","10","2258","761600","2099",,"1","41","19","24",,"13","52","1923","659576","3548867","17514858"
"1e5e5f99-6083-4977-a969-ceb78b628e10","US","100","19","3","3","860","320600","938",,,"4","4","6",,"2","51","1252","1148908","5643442","1663767"
"b3d0370a-0ff9-45dc-ac2c-967e58ed441f","US","258","274","9","9","2190","2084700","2161","154",,"5","3","16",,"6","40","3573","17077775","7893546","5458542"
"72c66a98-6f90-463b-980b-4b914687d722","US","118","12","18","18","60","389300","1336","6",,"2","2","44",,"29","50","1467","1261301","4130393","3228367"
"b0490a8a-d15b-4d58-b2fb-d3f97ad4418b","US","41","27",,,"560","170960","364","1",,,,"20",,"3","54","850","7012478","8320069","1674994"
"7652e554-4587-40b6-8266-adf47e3f8c85","US","24","17",,,"400","42420","80","6",,,,,,"2",,"317","2986710","730096",
"cbde58cb-a1f4-4e38-bf72-0011ca4b6b0c","US","379","154","2","2","4503","2464000","4159","34","1","4","4","12",,"21","167","4381","10082778","13198083","2416237"
"145f1ed5-04e6-42bb-9a44-18982026230e","US","144","62",,,"1070","457400","931","15",,"5","3","4",,"5","30","1501","6253393","3391528",
"caf8b5db-1f56-410d-8346-ef83ec22c8ff","US","81","3",,,"0","142160","411","3",,"22","10","5",,"11","19","799","572877","2584320","7140303"
"a664b91d-3976-4dbf-9e92-92ee65f8b4f4","US","483","143","45","45","5749","3091200","5909","78","1","4","3","22",,"19","90","5033","11900687","23489167","5776646"
"d596d77c-c08e-41cb-b917-326639c9b922","US","234","138","31","31","3056","2289300","2845","50",,"3","2","10",,"5","110","3299","1399421","7121952","12700697"
"9560b8e4-3968-4c29-9678-9ed4268b078d","US","951","8","33","33","7574","3464400","9229","6","2","19","12","57",,"20","123","6800","21771016","11458728","4260846"
"5cb43819-6fdb-4736-9e23-2eef4d3554f3","US","206","72","56","56","2849","1336100","2508","51","1","11","10",,,"7","104","3108","1243459","16704243","3663232"
"78ea05ad-da56-4732-83bb-bcf4cbbc698f","US","240","305","16","16","3636","2780800","3271","109","3","13","10","34",,"13","46","3977","13786049","1084120","22933599"
"a6b81d6c-d58b-4d85-95bf-55d29f6a00cc","US","325","50","50","50","2973","2044400","4913","39","1","30","19","26",,"9","205","3983","19078614","6810765","1835179"
"aa491433-5d38-4ba4-9937-b492a51203ba","US","132","11","3","3","60","416600","1339","11",,"26","18","10",,"3","32","1201","1922608",,"8975039"
"4732016f-4fd0-4212-9152-a266b17257a4","US","9",,,,,"2160",,,,,,"1",,"1",,"61","360474",,
"53608b4a-d79b-4f19-8865-b7c4afd2ce1d","US","29",,,,"400","69660","227",,,,,"10",,"5","18","355","1873172","118703","734271"
"343f7072-6542-45fa-b68f-c58cee3900a6","US","70","11",,,"455","119360","361","4",,,,"20",,"2","32","774","383787","277204","7194486"
"d1473191-aae1-4074-a125-2e266c356e02","US","109","2","21","21","0","409400","1610","1",,"6","5","12",,"9","104","1564","2849750","4755881","2769034"
"a55fad82-ad74-4bc5-beb0-ac82d23a1a0b","US","80","23","1","1","200","181220","625","11",,,,"3",,"4","38","936","924567","2730797","3098091"
"fd3311df-f157-4462-ae56-903bb70cac99","US","182",,"12","12","1537","727400","1985",,,"6","6","11",,"9","103","1943","5161358","2191046","1747981"
"e2b35522-7a45-40cc-b624-86964f2e2f10","US","139","39",,,"1540","625400","1340","2",,"45","20","58",,"7","13","1310","11619538","2991375","15495"
"3000d6fe-54bd-4750-a275-aafa59943486","US","130","11","26","26","2105","608200","1707","4","2","11","4","10",,"6","96","1718","2648580","5301038","1538915"
"3b41c2d0-ede0-4c70-babe-2b402f19e328","US","8","7",,,,"8100","40",,,,,,,"1",,"122","567927",,
"c03ff88e-ce92-4765-b2ca-385802358d00","US","16","42",,,"250","94500","194","7",,,,"1",,"2","30","579","426266","5617890",
"2b4843a2-705f-4795-96b0-d993cdbf4e53","US","89","126","18","18","650","511400","736","56",,"4","4","15",,"6","22","1747","4325298","6978807","1893298"
"1771c1b2-8225-4923-a74a-a58b37e0f16d","US","270","122","62","62","7830","2842400","7689","9","5","35","26","20","3","6","254","4683","14608301","12489732","5481549"
"d4e4fef3-7413-471c-a523-d6eb4116f471","US","378","38","70","70","30978","2642100","31030","34","14","38","17","20","13","8","245","5414","12688215","31869990","15467837"
"9a84aa34-97ca-4d84-a224-d2fb3ec7b048","US","356","373",,,"0","2858900","2885","295",,"7","6","50",,"12","13","5174","11020895","19269730","12785981"
"fa4b28a5-3b65-40db-8de1-d46e620886c5","US","153","3","18","18","1191","470500","1011",,"1","11","7","1",,"6","52","1483","9950773","5962035","2491494"
"fcf1a41b-35a8-4b69-8e38-f43bfc39f3aa","US","570","38","23","23","5879","2651300","5541","20","3","74","34","45",,"11","74","5096","8321817","32146061","22303716"
"1fc891ef-faea-4f1f-af18-0f0b92a45f4a","US","79",,,,"790","233660","655",,,"29","22","7",,"4",,"619","2638316","2984475","3357217"
"aa3cfd59-fd85-46ae-b16c-e3ff29932589","US","17",,,,,"21900","84",,,,,"3",,"2","1","140","674088","583582",
"674a6d70-a9a7-42bf-91f1-216e6a9f00bf","US","3","1",,,,,,,,,,,,"1",,"36","148582",,
"796d8b88-ac8e-43b5-ba18-8725f3b39cf5","US","112","63","2","2","860","484400","1090","26",,"9","8","9",,"5","24","1427","7027382","3201724","762212"
"15f359b9-f050-47be-afab-a5b413166360","US","470","70","40","40","5283","2907500","5366","4","4","19","14","30",,"16","65","4288","20332026","13300238","8348343"
"22ec5a4d-92c2-45d9-bf7d-9e8ad8a8ef3e","US","153",,"31","31","1900","545200","1569",,,"7","5","18",,"6","65","1676","1058113","4264074","25202161"
"25c5a118-299f-4c60-b833-42696ca37f7d","US","88","2","5","5","0","220700","831","1",,"1","1","12",,"8","12","739","1652751","2007577","508832"
"7b107791-c1aa-4eb4-a919-93bc1aad6e38","US","200",,"21","21","1260","1267400","3582",,,"20","13","11",,"18","213","2827","4838595","5696736","23299402"
"547cd826-ba49-4db7-9ad8-244cd53fc699","US","245","20",,,"3580","1252400","3224",,"1","4","3","51",,"5","165","2730","4639477","1794909","7375825"
