"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration","willpay","daily_task_cnt"
"10b8ef9c-b6e4-4a75-af7f-4de90c42e488","EG","280","17","24","24","3200","1272100","2825","2","1","29","15",,,"11","161","3045","9735989","9394480","134952",,"11"
"7d67380d-0f90-41d2-8dac-af3eb176ef88","AT","72","5",,,"0","183020","623","4",,"9","6","14",,"4","49","812","2324881","653725","2660474",,
"ce95cd2c-354b-48cb-9d92-5de96fb9caeb","RU","155","343","22","22","0","2209400","2428","165",,"3","3","14",,"13","165","4317","4582685","8501330","14359648",,"26"
"a75b50dc-433c-431c-b311-727c2a4b04f8","DE","77","2",,,"540","146300","513",,,"21","11","7",,"3","13","674","4376185",,"1662311",,"9"
"8782a02a-21a1-4164-9b59-2c8f3650d2d3","JP","238","1",,,"1571","917100","1970","1",,"36","15","19",,"9","80","2150","1339852","13318836","12057055",,"1"
"6dadd010-a49a-41ef-80d6-106da105514d","KR","150","7","31","31","3390","1102400","3357",,"2","9","8","3","2","13","200","2643","3504682","5104520","10538896","2","20"
"2cd14a58-9734-4ba9-bbed-5519cb459ad4","PH","145",,"16","16","0","442400","1331",,,"14","12","4",,"7","45","1354","1017669","4518510","4852674",,"14"
"462b6a27-aa27-45c6-af94-e774a59c114f","BD","481","253","41","41","5470","3932900","5281","132","3","11","10","25",,"6","113","5651","8917614","18503385","5244801",,"20"
"5bd519fe-c294-4349-abe3-0010908f8c69","AR","606","7","49","49","5610","2672020","6145","1",,"73","25","9",,"23","200","5642","23984294","9537493","2293079",,"21"
"b8e328a7-03db-4db1-82fd-437b6618cd8d","TH","129","7",,,"1717","675600","1789",,,"4","2","26",,"9","70","1481","2339063","6992573","4509393",,"3"
"b6736b4c-8ce6-428b-a50f-831dd56195f6","VN","126","1","2","2","225","146300","1404","1",,"25","15","7",,"8","64","2009","5341196",,"5117107",,"11"
"64bbb8c0-a1d0-4ca5-ac32-be2f8325d1ab","UA","92",,"2","2","400","274820","598",,,"70","20","1",,"13","40","1054","5718865","11564312","2172606",,"9"
"253607ff-1050-4fd0-950b-3e0207fdaa21","BR","7","1",,,,"3720",,,,,,,,"1",,"66","257368",,,,
"f146cd2f-bc0e-4c1e-b346-18dbe9e5be1d","CO","53","20","1","1","700","169160","428",,,,,,,"2","77","920","2795299","3382186",,,"4"
"83bc26b2-d357-4efd-a2f1-3651e04316e4","CO","125","7",,,"96","218020","765",,,,,"3",,"3","40","1004","3985647","2207342",,,
"edd69977-101a-4e57-b722-aa5835d7392f","ID","156",,"10","10","1581","425400","1292",,,"8","3","15",,"10","26","1388","9352432","896158","1641606",,"6"
"eae38d4e-c01d-4b09-8d3b-72dae4d3c0af","US","81","2",,,"870","292400","762",,,"16","9","5",,"5","72","1071","5380695","2535078","3446",,"11"
"815e3a4b-f143-4243-91d2-30fa1018b6fc","US","147","7",,,"632","264520","856","3",,"8","3","12",,"5","3","1142","9519547","1855334",,,
"b9b78b6e-9774-4d54-8287-a2f329b8c2fc","IN","102",,,,"370","235300","799",,,"27","12","9",,"17","7","851","1028957","6434831","7756825",,"14"
"e990c86e-46ac-4aff-885a-6095bf8deb2c","MX","75",,"9","9","850","301700","578",,,"41","25","11",,"6","40","951","13177114",,,,"6"
"d908c973-882e-4c13-bebd-0e93cceb724e","VN","155",,"55","55","2107","643400","2064",,"1","5","3","15",,"9","37","1808","6481876","6871348",,,"12"
"c46bd3c9-10bf-4933-a5ef-d864624e7e19","PH","81","1",,,"180","117060","239",,,"1",,,,"7","10","613","2943715","1014543","662912",,"3"
"54cd5469-b748-4530-b48e-71b99f0a42ec","NL","55","11","2","2","95","100900","240","8",,,,,,"3","31","645","4684941",,,,"6"
"486c4088-552b-4e2b-92dd-86fe8923c1f7","KR","41","43",,,"400","96600","278","4",,,,,,"2","40","830","11535220","29824504",,,"6"
"ccaeae47-8624-4298-b2db-d18ee4efa4af","KZ","91",,,,"894","155700","538",,,"6","5","11",,"4","13","765","5567856","1626511",,,"4"
"a67634b4-2bd2-4d4f-b2f3-07f5124862af","KR","120","6","14","14","790","307500","723","1",,"19","9","10",,"2","26","1165","9289493",,,,"7"
"256fea6b-75f8-45f8-be6a-76d0b57af561","ID","210","5","45","45","2734","801900","2783",,"1","16","10","21",,"11","22","1940","6244100","5031209","425771",,"16"
"21f63981-b676-4a6c-825e-797f937ffa44","ME","59","2","1","1","194","107420","332",,,,,"1",,"6","5","555","1270979","2095357","380474",,"10"
"903a0f35-c65f-47c6-bb04-1886900df33e","SE","76","37",,,"500","133500","264","8",,,,"6",,"3","15","806","3714480","155968",,,"6"
"817ba6c4-8c78-4fce-ba39-a808cf7467f8","VN","112","7","25","25","85","397400","1064",,,,,"19",,"5","56","1268","5026520","1264045","1967819",,
"05997504-09f7-4d36-be90-d660915d6e4e","RS","140",,,,"114","236860","587",,,"2","1",,,"5","10","1013","716126","1966587","4142331",,"3"
"57dc9ba1-e692-4f82-8cfe-3c0f24f96301","RU","201","43",,,"2200","778400","1937",,,"6","4","16",,"6","16","1724","6022740","4017216",,,"15"
"8fe56ee9-e596-42ba-8245-14bd3251529c","VN","102","16","19","19","1296","406100","946",,,"11","7","10",,"6","45","1237","3426309","2525927","1041926",,"14"
"33bcc03c-faf9-4b2d-8192-bea66b6176c2","IT","69","8",,,"650","115160","322","8",,"4","4","7",,"8","5","629","3135447","20304","2612940",,"9"
"62b2b6e6-655a-4b4f-b859-a87ce846410e","AR","61",,,,,"94500","168",,,,,"1",,"4","40","780","5212661","1110512","476631",,
"4c103b33-575e-4407-b740-e4905f17e14e","VN","176","23","40","40","2170","653600","1804","10",,"12","7","5",,"11","10","1688","8741766","2179803","937213",,"15"
"9de8046b-7b6d-4eab-81a0-1840d7df4ddd","JP","363","321","15","15","3049","3064900","4375","135","1","47","40","37",,"28","115","5472","19988558","25975950","6907894","2","22"
"f9e1bce6-238f-4030-8d56-34e4967c0945","TR","120","4","23","23","1140","384300","922",,,"22","15","4",,"3","71","1452","11041046",,,,"9"
"7b5469d5-f21b-4e37-9a13-29ef045d5a6f","TR","81","5","20","20","0","196100","480",,,"9","7","9",,"2","40","973","6317986",,,,"7"
"21517e83-e290-4325-a0b1-8987d8edbaa1","MX","51","67",,,,"105620","166","25",,,,,,"1","12","824","5670982",,,,"6"
"c65da3d1-85d6-4de4-8d99-4baecc2fd872","AR","152","9","23","23","1730","652500","1802","4",,"40","20","11",,"6","28","1558","10690034","5486737",,,"16"
"281f6eef-b511-4084-b0a7-bfaf02e633a1","BR","144","25",,,"0","349700","1173",,,"11","3","41",,"7","11","1169","8461263","340093","335413",,"5"
"f2f10e74-182c-4214-a192-8ff95cfbe462","BR","73",,,,"571","88300","293",,,"4","2","9",,"3","5","619","7204013","45628",,,"4"
"35508746-05d8-4dc2-9781-291fa2d0f5e9","NC","93","33",,,"300","382400","830","1",,"48","33","1",,"8","64","1349","5716422","21643793","7419534",,"11"
"9131fd05-b18c-46d3-b9a7-51ef05472e0c","TN","45","43",,,,"44420","60","1",,,,"1",,"1",,"510","5614096",,,,"4"
"09555c1b-cb6d-480b-a0ca-2b0c092492f1","PL","140",,"31","31","1610","382400","1223",,,"5","2","64",,"11","15","1324","5932848","2866406","953664",,"10"
"5d75f0f6-1698-4c45-bd8a-f12c3deefd65","ES","112","3","3","3","761","248060","894","3",,"15","8","12",,"10","30","1053","7659280","507180",,,"9"
"c0fb8b8f-a887-4198-b2b8-bc69fd9cdc9f","TR","78","7","12","12","250","322900","568","2",,"31","18",,,"8","41","1000","3067737","11858352","2022694",,
"5372533b-0064-41d2-bdd9-a0d0208f65a0","BY","267","42","62","62","2643","1264900","2636",,,"25","22","16",,"4","16","2748","16285095","1351539","1594682",,"19"
"54210135-0035-4159-aaf3-526109bd6100","IN","21","3",,,,"8100",,"2",,,,,,"5",,"297","605643","80680","1906151",,
"ed4d0c79-0638-422f-bdc8-6f229b0382cc","JO","49","1",,,"0","50600",,,,,,,,"7",,"681","8067748","4720012",,,
"e899100b-d137-44be-9e2b-a0ed332a3352","BR","152","4",,,"444","412000","795","4",,"18","12",,,"7","37","1300","7098975","4828258",,,
"7ba4be7e-cc6c-4876-b321-b91ef33f35bc","RO","111","4",,,"0","157520","364","1",,"3","1","1",,"4","1","889","2201373","803495","4098936",,
"f87daaf2-5b67-46e5-91d2-8cb0d5b59940","BR","84","77","7","7","480","424400","784","72",,"2","2","2",,"4","19","1307","3957002","2307405","1267841",,"20"
"18cc4145-8d57-4031-81c2-912eee62710a","PT","81","11","7","7","1070","250660","781","2",,"10","8","18",,"5","57","1098","1987667","4022041","235193",,"11"
"ccd696af-f3a7-4f35-ae11-45e606afacd6","BO","18",,,,,"5700","8",,,,,,,"1","4","137","719901",,,,
"eb9dd992-67f8-496d-97e5-7af31e6c7633","BR","294","28","17","17","1737","952400","2100","7",,"75","19",,,"7","41","2541","11820392","20253372","1701964",,"11"
"be79f739-4461-44de-81d2-a5dea361e19c","BR","191","12","5","5","2250","699000","2009",,,"13","9","21",,"5","59","1788","6978022","2468277","4436233",,"13"
"4fc43b69-45da-4d62-b2e2-3c46dd9b6fc1","IN","73","1",,,"339","73560","134",,,,,,,"5","2","555","610178","799325","2220318",,
"f0d221cc-c7e7-4d68-bbb7-ff914d3326b3","EG","100","1",,,"240","275400","264",,,,,,,"7","6","1637","2717766","7150412","3674565",,
"4b75fd77-2e57-4e92-98f5-aa076fb11a14","IQ","72","1",,,"300","68120","284","1",,"14","7","1",,"5","2","596","536104","3884000","3196291",,"6"
"5d985c83-5d6b-4174-b920-a0892d4590f9","SY","101",,,,"300","233660","568",,,"8","1",,,"40","43","1246","5632532","7244177","1772744",,"4"
"07c194ec-e9da-4aa3-9d71-1d835c4974ca","BR","279","53","27","27","2316","1364000","2912",,,"19","11","14",,"9","41","2637","3252639","6834103","16033016",,"26"
"9d17272f-888f-41e1-82aa-016bd0f31c08","AZ","151","1",,,"885","296400","1126",,,"2","2","39",,"17","2","1152","2261481","6290906","1322032",,
"30ae8c65-18ea-4068-a65d-6f340169789f","VN","76",,"4","4","968","205360","655",,"1","10","5","23",,"9","35","905","2214888","2099024","2338464",,"11"
"42e339f5-60ee-4ac5-9059-4235af9043bf","ID","195","23","43","43","2934","811500","2626","7",,"7","5","13",,"15","28","2118","1238831","18091261","4746868",,"20"
"24ca1526-ec0d-48a8-afd2-5f8eae653442","US","383","53","61","61","3600","2429120","6264","25","1","45","26","22","1","21","200","4686","24521834","3540657","4912034","7","23"
"0544d9a3-9735-454c-a1e1-29ffaf6c53d6","BO","90",,,,,"219920","638",,,"13","10","1",,"5","36","844","2788842","2247037","1911307",,"11"
"62a04c37-4889-4757-b66e-4db6478494d8","VE","151",,,,,"262400","663",,,"3","3","3",,"1","8","965","5893649",,,,
