level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,0
90,12,1,1,0,69420,629,12,0,13,6,8,0,2,40,918,7720003,0,1326981,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,7,0,113100,698,1,0,0,0,3,0,1,0,215,7,0
141,6,16,16,1090,367900,790,0,0,4,4,13,0,4,40,1378,7235479,3030535,1876321,0,7,30,0,14,14,560,347000,1405,0,0,0,0,6,0,6,60,761,6,20,1,11,11,1960,225000,1082,0,0,0,0,10,0,8,11,422,8,0
41,2,9,9,500,106120,288,2,0,0,0,1,0,1,40,621,2217071,0,5970664,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,6,6,990,351780,828,4,0,9,7,3,0,2,80,844,6,0
13,1,0,0,0,3720,0,1,0,0,0,0,0,1,0,90,379066,0,5651972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,165440,340,56,0,0,0,1,0,2,0,1030,5,0
98,107,0,0,0,412400,390,60,0,0,0,1,0,1,10,1323,13498384,36771472,7736,0,6,86,136,0,0,550,1209000,1366,83,0,42,35,4,0,3,51,1860,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,1,0,0,0,5700,40,0,0,0,0,0,0,1,0,66,414558,2419973,0,0,3,37,0,0,0,400,58520,164,0,0,0,0,2,0,3,17,406,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,8100,34,0,0,0,0,0,0,1,1,152,675989,3846168,2383587,0,2,61,9,10,10,680,161060,252,0,0,7,5,2,0,2,0,628,5,15,11,0,0,500,213660,497,0,0,2,0,1,0,1,31,432,6,0
46,2,0,0,600,136100,415,0,1,0,0,2,0,2,38,585,2263723,87473,1155972,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,18,1,5,0,0,0,0,33660,92,0,0,2,0,1,0,1,0,52,1,0
18,0,0,0,0,10920,92,0,0,0,0,1,0,1,5,166,639159,2334526,2646987,0,4,42,0,7,7,800,158240,375,0,0,0,0,4,0,2,40,618,9,60,0,0,0,0,138740,592,0,0,2,2,1,0,1,0,361,4,0
53,45,0,0,0,63720,0,44,0,0,0,6,0,2,0,596,4241852,24625077,9134241,0,0,107,43,0,0,600,830080,1245,38,0,40,20,3,0,6,64,1389,0,71,9,5,5,60,360000,807,8,0,23,16,2,0,2,3,579,0,0
72,3,0,0,490,114620,305,3,1,3,3,4,0,3,5,579,3153710,11572424,2639630,0,8,113,21,6,6,1680,797680,1623,15,0,27,17,6,0,7,80,1531,7,55,8,7,7,326,287000,1270,5,0,0,0,5,0,2,32,664,6,0
183,111,26,26,1740,1208100,1483,110,0,8,7,6,0,6,52,2443,14021051,9210426,5174340,0,7,69,27,24,24,1690,924400,1858,27,1,5,3,7,0,5,73,1382,7,30,12,21,21,733,390000,984,12,0,0,0,4,0,5,27,648,6,0
114,27,30,30,1164,397400,1176,0,0,2,2,8,0,3,23,1230,6122940,1092490,0,0,14,4,0,13,13,200,15000,298,0,0,0,0,1,0,1,0,122,2,0,0,0,0,250,15000,223,0,0,0,0,1,0,1,0,20,3,0
22,1,0,0,200,44520,204,0,0,0,0,4,0,2,16,294,1200141,0,2228733,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,20,20,450,92880,228,0,0,0,0,5,0,1,16,421,7,0
88,2,13,13,1000,292400,786,1,1,41,16,10,0,2,55,1096,14906644,5218437,0,0,8,12,0,0,0,250,75000,273,0,0,14,5,2,0,3,0,131,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,14260,26,1,0,0,0,4,0,1,7,201,870765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,12,0,0,0,124900,403,11,0,3,3,6,0,5,20,700,5790899,16605080,0,0,6,52,4,0,0,0,276120,762,0,0,30,16,6,0,6,5,476,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,250,57200,154,0,0,0,0,2,0,1,15,392,1579402,7405535,1946454,0,5,126,0,40,40,2220,595900,1974,0,1,5,4,10,0,3,22,1301,8,20,0,20,20,540,137000,515,0,1,1,0,3,0,3,0,299,2,0
30,0,0,0,0,10920,0,0,0,0,0,0,0,2,0,208,1786322,2419900,0,0,0,30,0,0,0,0,39680,0,0,0,0,0,0,0,2,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,143468,0,3177146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,47,139300,347,0,0,0,0,2,0,2,35,626,4,0
69,0,1,1,0,96500,302,0,0,6,3,2,0,2,20,578,3601189,7691925,6481498,0,5,26,0,4,4,250,123420,282,0,0,28,13,3,0,5,0,271,1,9,0,2,2,0,42480,316,0,0,26,10,2,0,2,0,125,5,0
13,0,0,0,0,5700,15,0,0,0,0,2,0,1,0,103,786185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,125120,324,0,0,0,0,0,0,3,40,711,3627616,3033146,0,0,0,16,0,0,0,0,21180,140,0,0,16,9,0,0,1,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,10,10,10,200,75600,184,9,0,0,0,5,0,1,11,474,2100155,2081421,5055804,0,7,26,7,7,7,540,158000,523,4,2,0,0,5,0,2,18,431,7,33,8,15,15,0,211800,697,1,0,23,10,3,0,1,5,442,7,0
16,4,0,0,0,64220,168,2,0,0,0,0,0,2,0,126,538788,6021605,3567868,0,0,44,0,0,0,250,270180,686,0,0,3,2,4,0,1,53,577,0,40,0,23,23,2050,372000,1124,0,0,0,0,4,0,0,20,589,10,0
12,0,0,0,0,36660,126,0,0,0,0,1,0,2,0,98,560179,2437754,3672411,0,0,4,0,0,0,0,40860,158,0,0,0,0,0,0,1,35,233,0,71,0,0,0,0,101700,276,0,1,0,0,5,0,4,0,429,0,0
12,1,0,0,0,5700,0,0,0,0,0,0,0,1,0,96,426641,4561010,6352473,0,0,36,1,0,0,0,30960,4,1,0,0,0,0,0,7,1,400,0,85,2,0,0,120,240740,480,2,0,2,2,0,0,2,2,736,0,0
71,0,0,0,101,79520,288,0,0,13,8,3,0,1,10,528,4836499,0,4756780,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,8,0,0,1,0,27,0,0
10,5,0,0,0,8100,0,2,0,0,0,6,0,2,0,105,608513,1637065,1258192,0,0,21,8,0,0,0,12120,0,3,0,0,0,6,0,4,0,184,0,29,2,0,0,400,37380,72,0,0,0,0,1,0,2,0,186,0,0
22,0,0,0,250,22000,30,0,0,0,0,1,0,1,0,156,689722,9095671,6061143,0,2,48,6,5,5,450,93760,438,0,0,34,20,4,0,3,40,690,5,0,0,0,0,0,132660,75,0,0,35,16,0,0,5,0,111,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,58639,3325895,0,0,0,52,3,0,0,0,57200,98,0,0,0,0,3,0,1,16,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,5700,0,0,0,0,0,4,0,5,0,257,689453,1754387,11018208,0,0,20,0,2,2,0,65960,513,0,0,0,0,4,0,1,40,562,5,80,0,10,10,800,280740,873,0,0,29,20,6,0,6,0,787,5,0
9,3,0,0,600,73560,212,2,0,0,0,12,0,2,0,92,404366,3046760,1429146,0,6,49,11,0,0,516,213240,583,11,0,5,4,17,0,5,15,553,6,47,0,0,0,780,180000,712,0,0,0,0,12,0,2,0,323,3,0
77,1,1,1,1080,64220,900,1,1,16,14,12,0,7,40,887,13870872,17406776,2742032,0,8,79,0,13,13,0,318180,1096,0,0,21,13,9,0,6,20,759,8,23,0,0,0,0,120000,412,0,1,1,1,1,0,5,3,182,3,0
8,0,0,0,0,2160,0,0,0,0,0,0,0,4,0,65,317717,1101009,0,0,0,16,0,0,0,0,5940,0,0,0,0,0,0,0,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,83,3,3,0,427400,510,80,0,10,8,6,0,3,40,1330,10202445,17884822,14294358,0,7,156,12,27,27,2000,810000,1776,10,0,26,16,19,0,4,26,1450,6,176,18,20,20,0,1301000,2989,15,0,3,2,11,0,4,102,1935,8,0
41,1,3,3,0,64220,258,1,0,0,0,0,0,1,40,545,3531803,3753785,1403074,0,6,64,0,0,0,0,117000,394,0,0,10,3,1,0,2,0,397,0,8,0,0,0,0,52440,55,0,0,1,0,0,0,2,10,133,1,0
87,3,1,1,645,178060,538,3,0,2,2,5,0,3,32,835,4492536,7699234,2861289,0,5,37,2,24,24,1150,423240,1097,2,0,15,8,8,0,7,67,999,9,43,7,9,9,1272,177400,1109,6,0,2,0,13,0,6,10,534,2,0
220,38,18,18,2126,1098300,2513,18,2,37,31,10,2,8,40,2174,20743625,11453084,5954427,5,12,137,28,24,24,2146,1279900,1778,11,3,13,8,5,1,6,30,1482,6,81,22,4,4,1452,982200,1508,21,0,4,4,4,0,5,50,1061,7,0
121,4,0,0,0,181220,452,0,0,0,0,3,0,2,0,781,6398274,15565175,11615363,0,5,79,4,12,12,1320,441180,1043,1,0,33,21,6,0,5,10,811,7,52,2,6,6,0,330000,782,1,0,39,23,2,0,3,0,465,4,0
26,16,0,0,0,28400,60,5,0,0,0,0,0,4,0,287,1965951,6347477,10671551,0,4,114,36,0,0,0,294000,641,2,0,0,0,4,0,9,0,881,5,127,107,0,0,1560,958800,1248,44,0,0,0,6,0,34,0,1500,5,0
33,1,1,1,360,28400,70,0,0,0,0,4,0,3,0,270,7000516,2883635,916555,0,3,12,2,5,5,240,68100,164,0,0,0,0,3,0,1,6,203,7,6,1,0,0,0,0,80,1,0,0,0,1,0,2,0,56,1,0
99,0,0,0,400,193700,371,0,0,13,11,12,0,3,2,687,5226121,197427,535457,0,4,2,0,0,0,0,26220,94,0,0,1,0,1,0,1,0,25,1,1,0,0,0,0,0,116,0,0,3,1,2,0,2,0,20,0,0
129,182,21,21,800,907400,1076,6,0,46,20,0,0,5,80,2607,28457539,27471243,20929271,0,13,177,200,20,20,650,2313300,2128,135,0,0,0,1,0,12,80,3180,6,66,140,20,20,376,1636900,1095,84,0,9,5,0,0,8,80,2042,7,0
91,136,2,2,0,412400,628,0,0,0,0,42,0,3,40,1618,11240225,9778731,10751735,0,6,83,55,0,0,0,660400,834,0,0,14,8,20,0,3,0,925,2,194,42,5,5,3806,1068500,2124,1,1,2,0,40,0,2,40,1719,9,0
145,5,1,1,1070,262900,825,3,0,0,0,9,0,3,0,937,5206233,1000501,424488,0,4,9,0,2,2,310,45000,181,0,0,0,0,2,0,2,0,140,2,3,5,0,0,0,30000,120,5,1,0,0,1,0,1,0,56,0,0
235,43,11,11,750,1147400,2214,13,0,7,6,16,0,7,62,2197,14805078,1945902,3683327,0,13,20,5,3,3,0,0,833,1,0,0,0,4,0,4,28,340,3,27,0,0,0,0,300000,624,0,0,9,6,3,0,4,10,284,2,0
61,70,5,5,0,79520,198,4,0,0,0,0,0,2,19,900,6162366,1720625,0,0,0,6,6,0,0,0,55980,0,0,0,7,6,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,17820,56,0,0,0,0,3,0,2,13,251,1409447,3170484,268529,0,0,20,1,0,0,0,55540,194,0,0,0,0,2,0,4,15,257,6,3,0,0,0,200,0,60,0,0,0,0,1,0,1,0,35,0,0
30,27,0,0,0,31320,102,24,0,0,0,1,0,1,5,429,3702368,37023513,18312661,0,6,191,147,39,39,2210,1594380,2301,125,0,70,38,6,0,5,50,2870,8,203,69,22,22,20,1714800,1881,66,0,20,11,3,0,2,13,2025,6,0
51,3,2,2,0,73360,243,0,0,0,0,6,0,6,41,653,3704487,19840244,3980128,0,5,132,25,20,20,1900,865740,1893,0,1,62,20,6,0,8,80,1681,7,14,0,0,0,0,165000,466,0,0,18,9,4,0,8,0,161,0,0
177,3,0,0,1420,431300,1167,3,0,16,9,12,0,10,40,1437,10414726,14688533,0,0,5,143,3,48,48,2501,900000,2379,3,0,5,2,6,0,10,80,1871,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,33720,112,0,0,0,0,0,0,1,5,264,1388417,7452716,7301948,0,5,112,0,5,5,1336,387380,926,0,0,7,7,1,0,5,40,1069,6,47,0,16,16,1380,574000,1292,0,0,5,0,1,0,3,80,956,6,0
70,0,0,0,97,83720,376,0,0,4,2,8,0,2,40,680,3485049,742228,866671,0,0,6,0,0,0,0,16980,72,0,0,2,2,1,0,1,0,47,0,1,0,0,0,0,9120,72,0,0,3,3,1,0,1,0,29,0,0
73,0,0,0,0,80820,206,0,0,1,1,0,0,4,19,568,3612554,3524822,3063059,0,0,24,0,0,0,0,55980,167,0,0,8,5,1,0,2,0,179,1,20,0,8,8,0,156900,290,0,0,4,2,0,0,2,10,271,3,0
70,7,0,0,250,115160,292,0,0,13,8,0,0,5,10,619,5810352,12620596,3045409,0,6,40,2,0,0,0,207240,420,0,0,64,41,0,0,10,0,443,4,36,2,0,0,120,207000,415,0,0,7,4,0,0,4,0,309,5,0
90,3,0,0,91,97200,253,0,0,0,0,5,0,3,0,610,4899519,0,2658639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,47700,219,1,0,8,3,1,0,1,2,140,0,0
85,0,0,0,0,193700,644,0,0,19,13,0,0,2,80,1061,11157086,15985715,9902621,0,0,115,1,1,1,1300,533700,918,0,1,50,24,1,0,4,23,1014,4,37,1,0,0,60,420000,425,1,0,37,25,0,0,3,10,398,4,0
147,53,21,21,6330,520400,7011,45,3,4,2,4,8,1,22,1758,9830364,8518330,3131880,3,7,104,43,20,20,6570,1322000,6772,38,2,3,3,9,1,3,10,1352,7,21,2,30,30,1870,647000,1285,2,2,0,0,6,1,3,10,540,7,0
112,14,26,26,1400,374400,1137,3,0,10,7,10,0,6,9,1187,7131076,433053,1524749,0,13,10,0,1,1,0,27000,217,0,0,0,0,2,0,1,0,81,0,20,1,19,19,400,81000,640,1,0,0,0,4,0,4,0,292,6,0
47,2,0,0,500,68620,255,1,0,0,0,7,0,2,6,382,1452167,7657676,6568829,0,5,36,0,1,1,424,206380,318,0,0,25,17,3,0,5,12,407,1,51,4,21,21,1480,360700,1514,0,0,11,2,9,0,3,13,702,11,0
33,4,0,0,0,33920,148,0,0,0,0,10,0,1,13,349,1890312,232656,0,0,6,4,0,0,0,0,11100,10,0,0,0,0,3,0,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,0,0,280,206600,499,0,0,0,0,4,0,6,4,698,4784538,2198786,480984,0,0,26,1,0,0,145,102800,228,0,0,0,0,2,0,4,0,241,0,4,0,0,0,0,30000,0,0,0,0,0,0,0,2,0,57,0,0
40,49,0,0,0,33320,46,0,0,0,0,2,0,1,11,579,5247224,9670053,9796099,0,0,85,82,1,1,0,454080,882,1,0,8,5,3,0,5,29,1203,6,14,14,0,0,0,120000,538,0,0,36,21,3,0,7,0,291,5,0
335,22,29,29,1617,1198600,1831,12,2,0,0,7,0,1,0,2630,20283158,9505686,8974343,0,0,114,6,20,20,1164,669500,720,5,1,1,0,0,0,2,0,1104,0,47,10,22,22,556,300400,540,6,0,0,0,0,0,1,0,735,0,0
14,14,0,0,0,21900,44,0,0,0,0,0,0,1,0,186,1384735,8703233,13244871,0,3,46,105,3,3,0,315500,572,18,0,0,0,5,0,6,59,1280,8,27,127,0,0,1200,615000,1092,4,0,5,3,4,0,7,100,1501,7,0
55,1,9,9,500,96500,180,0,0,0,0,6,0,2,11,534,3098352,1293022,1623565,0,7,15,0,0,0,0,61020,205,0,0,3,2,1,0,1,0,120,2,13,0,6,6,0,104880,383,0,0,1,0,2,0,2,19,272,6,0
70,4,0,0,0,119560,302,0,0,0,0,26,0,2,18,658,5335949,2626832,3151345,0,0,46,4,0,0,622,43640,420,0,0,0,0,2,0,3,0,307,0,38,2,1,1,519,228700,555,0,0,0,0,4,0,7,0,389,2,0
81,16,3,3,0,219920,495,5,0,15,9,6,0,2,40,912,6910170,5321325,7811878,0,6,5,3,12,12,0,87480,344,0,0,10,6,1,0,1,0,183,6,2,1,0,0,0,45000,336,0,0,37,24,5,0,5,0,120,0,0
60,105,4,4,1050,307400,704,104,2,0,0,9,2,2,40,1402,8981823,75170663,81648965,4,7,289,277,56,56,4009,3185300,3961,274,1,12,10,44,2,3,80,4485,7,191,202,30,30,3154,2456900,3197,201,1,3,3,15,3,4,10,2965,7,0
95,104,5,5,0,87800,416,25,0,0,0,11,0,8,5,1296,8758692,14704701,15915482,5,7,58,178,10,10,0,1734600,1665,112,0,10,10,14,0,5,116,2280,7,60,127,9,9,0,1170000,1507,88,0,10,7,9,0,7,69,1662,7,0
65,33,1,1,0,115160,230,3,0,0,0,1,0,7,1,657,4287040,12825552,2286180,0,5,85,90,3,3,0,629640,877,10,0,15,8,13,0,7,2,1098,5,6,0,0,0,0,195000,729,0,0,1,1,2,0,4,62,434,2,0
70,8,0,0,0,64220,295,4,0,12,10,1,0,1,12,572,2746235,18831895,0,0,5,85,0,10,10,60,441180,867,0,0,35,26,1,0,2,12,766,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,91,43020,95,0,0,0,0,1,0,1,9,416,2273437,0,2689277,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,183,91080,377,0,0,7,3,2,0,2,14,283,5,0
134,1,2,2,0,221220,716,0,0,0,0,12,0,6,13,988,9052154,9047569,4301120,0,0,146,0,0,0,1980,594480,1522,0,0,0,0,7,0,6,0,1095,4,55,0,0,0,1060,390000,862,0,1,2,2,3,0,3,20,474,0,0
68,2,1,1,579,99600,326,1,1,0,0,1,0,4,16,640,4573738,6620534,3823037,0,6,56,7,0,0,508,223100,438,3,0,15,8,5,0,9,5,565,0,24,5,0,0,323,165000,722,3,0,5,2,4,0,4,0,316,4,0
51,1,1,1,450,57300,242,1,0,0,0,2,0,2,17,466,2323483,646760,0,0,5,11,2,0,0,0,39300,188,2,0,0,0,1,0,1,5,149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,23900,156,0,0,0,0,1,0,3,12,294,1436413,901209,5759586,0,5,15,1,5,5,700,82120,240,0,0,0,0,0,0,1,12,228,6,26,0,0,0,0,128040,160,0,0,25,19,0,0,4,0,231,0,0
40,44,1,1,0,96500,193,28,0,0,0,1,0,3,5,627,3332434,1075331,4930938,0,9,14,15,0,0,300,39000,76,11,0,0,0,2,0,2,0,189,1,18,19,0,0,460,156900,486,9,0,12,9,5,0,3,0,289,6,0
36,5,20,20,500,115160,298,1,0,0,0,3,0,4,41,749,3849778,16378270,214637,0,7,99,61,20,20,1600,821340,2240,3,0,68,30,16,0,8,40,1559,7,0,0,0,0,0,0,215,0,0,0,0,2,0,2,6,47,0,0
32,0,4,4,250,69660,270,0,0,0,0,0,0,1,34,488,2327781,16950370,8141230,0,6,217,7,37,37,2070,881840,1835,0,0,26,15,0,0,16,11,1905,6,100,6,20,20,1506,860600,1535,1,0,5,2,0,0,8,81,1521,7,0
72,0,0,0,0,115160,379,0,0,9,8,8,0,3,43,754,4624133,1417880,0,0,0,13,0,1,1,400,78540,297,0,0,3,3,2,0,1,0,124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,5700,0,0,0,0,0,2,0,1,0,127,627643,6035536,5569739,0,0,63,4,0,0,539,285100,654,0,0,11,7,10,0,3,16,555,0,38,5,5,5,540,280500,430,0,0,3,2,7,0,0,28,506,0,0
81,5,5,5,860,178560,499,1,0,3,2,40,0,6,29,849,6632397,2085629,301918,0,8,19,2,3,3,420,113240,394,0,0,2,1,8,0,2,10,253,6,2,0,0,0,420,45000,543,0,0,0,0,3,0,2,0,43,1,0
41,0,0,0,250,64220,230,0,0,0,0,19,0,4,14,414,3086651,1819393,1499262,0,5,21,0,6,6,180,93300,332,0,0,2,2,2,0,2,0,205,5,13,0,0,0,120,23700,147,0,0,3,1,1,0,3,11,152,0,0
150,9,22,22,820,397500,924,0,0,5,3,6,0,3,40,1419,9940935,5532518,9073252,0,7,2,9,20,20,0,345000,1167,0,0,5,4,3,0,2,80,723,6,0,3,18,18,0,285000,575,0,0,3,3,0,0,2,80,674,3,0
64,3,0,0,860,87800,486,0,2,0,0,6,2,2,5,555,2370153,0,13582226,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,24,24,207,461600,965,2,1,32,20,0,1,1,20,868,7,0
20,3,0,0,0,36660,168,0,0,0,0,1,0,1,21,302,1430149,13338465,713760,0,6,138,6,24,24,1126,487740,1120,1,1,21,14,8,0,4,19,1215,5,9,0,0,0,180,72000,475,0,0,0,0,1,0,1,0,86,1,0
9,7,0,0,0,8100,0,0,0,0,0,4,0,1,0,103,685222,4170574,1343012,0,0,56,57,0,0,0,105060,159,13,0,0,0,3,0,2,0,661,0,28,5,0,0,0,104760,241,0,0,0,0,3,0,1,0,198,0,0
161,13,16,16,473,532400,1162,1,1,14,10,7,0,4,26,1433,12677911,6572492,4500498,0,11,106,11,15,15,870,567200,1891,2,0,0,0,6,0,5,12,980,7,42,1,16,16,2350,209000,1035,0,0,6,0,5,0,3,10,532,6,0
95,14,6,6,460,125120,796,7,0,23,15,9,0,3,28,945,11502994,11355826,12353002,0,12,103,11,24,24,70,539400,1890,6,0,20,10,7,0,4,20,1040,8,110,135,25,25,2440,1695640,1610,27,0,7,6,7,0,4,30,1973,8,0
111,8,0,0,92,134720,360,0,0,0,0,1,0,3,0,729,5069013,2347314,2278654,0,0,17,2,0,0,547,239780,460,0,0,0,0,0,0,1,24,348,0,22,3,0,0,250,149800,200,0,0,0,0,0,0,2,14,309,0,0
34,0,0,0,0,17820,14,0,0,0,0,0,0,7,3,373,3266453,824692,377469,0,0,9,0,0,0,0,8580,0,0,0,0,0,0,0,2,0,73,0,1,0,0,0,0,4920,0,0,0,0,0,0,0,2,0,40,0,0
17,7,0,0,250,26500,102,0,0,0,0,1,0,2,8,242,2087562,16608436,3712929,2,4,123,109,42,42,1431,1119300,1642,12,0,12,10,4,0,6,81,2380,10,66,1,6,6,300,240000,776,0,0,1,1,2,0,2,4,502,0,0
72,3,1,1,250,96500,324,2,0,1,1,1,0,5,33,708,3789251,2957708,1456766,0,3,41,0,10,10,0,210900,498,0,0,5,3,0,0,4,28,516,5,11,0,0,0,580,150000,150,0,0,0,0,0,0,4,24,266,0,0
53,2,21,21,510,159720,310,1,0,0,0,1,0,1,40,805,3263160,659281,1480317,0,6,7,2,1,1,130,23700,0,2,0,0,0,0,0,1,0,82,0,13,0,0,0,0,25380,180,0,0,7,4,0,0,1,0,103,2,0
12,9,0,0,0,21900,40,8,0,0,0,2,0,1,0,152,976617,2847151,1275689,0,3,55,17,0,0,540,147260,284,15,0,0,0,4,0,6,2,494,5,33,1,0,0,0,93240,304,1,0,1,1,1,0,1,0,216,5,0
61,98,11,11,0,322700,330,0,0,0,0,27,0,2,40,1359,15969945,24895029,14192661,0,7,50,120,10,10,60,945000,1189,0,0,10,6,27,0,4,70,1643,7,19,64,8,8,1050,660000,1194,5,0,11,4,14,0,4,43,910,6,0
11,0,0,0,0,38660,113,0,0,0,0,0,0,1,0,77,394281,6623012,13148186,0,4,48,0,6,6,250,96840,190,0,0,13,7,0,0,2,0,387,3,110,7,25,25,1870,678900,1935,0,0,11,3,7,0,4,42,1300,13,0
31,1,4,4,650,79520,328,1,0,0,0,4,0,3,40,538,2569665,6390193,4661102,0,9,70,16,25,25,1080,347600,1039,13,0,4,3,10,0,6,40,1142,7,20,3,10,10,1220,405000,1280,2,0,5,3,3,0,4,80,801,7,0
17,3,0,0,0,17820,192,0,0,0,0,0,0,1,16,256,1161457,7121687,16248484,0,6,88,44,13,13,1120,469580,808,4,0,10,7,0,0,0,64,1307,7,91,141,11,11,1100,1395000,1130,3,0,7,4,0,0,1,59,1915,8,0
29,2,0,0,500,5820,107,2,0,0,0,12,0,3,10,295,1650438,5634807,2765237,0,4,70,7,21,21,670,313680,671,6,0,9,5,25,0,10,8,845,9,22,5,9,9,1080,142500,1076,5,0,3,2,8,0,5,2,359,3,0
71,12,0,0,500,143260,426,12,0,9,7,10,0,2,40,777,5057679,20327818,1723118,0,6,174,96,43,43,2140,1611340,2856,96,0,1,1,22,0,4,130,2689,14,21,17,0,0,60,151900,562,17,1,0,0,4,0,4,0,265,3,0
30,18,0,0,400,38660,100,1,0,0,0,0,0,1,0,324,2646933,6221616,0,0,5,51,9,1,1,450,198940,427,0,0,8,5,0,0,2,35,642,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,8,8,640,80020,255,0,1,0,0,9,0,1,40,675,4016221,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,2,2,0,115160,288,0,0,0,0,2,0,3,1,528,2441780,371144,1326290,0,8,5,0,0,0,0,9960,0,0,0,0,0,0,0,2,0,45,0,25,1,2,2,0,94800,397,0,0,1,1,0,0,3,9,260,6,0
27,3,0,0,0,48600,370,2,1,0,0,4,1,2,15,328,1656109,0,2906276,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,1,0,120560,232,0,0,6,5,3,0,2,5,390,3,0
20,16,0,0,0,17820,107,16,0,0,0,2,0,2,14,334,1927065,4115145,4682520,0,4,14,54,2,2,0,151340,296,52,0,0,0,3,0,2,37,716,7,38,46,5,5,60,183240,435,42,0,3,2,6,0,5,5,634,7,0
30,9,3,3,0,88200,278,0,0,0,0,4,0,1,40,537,2669312,830289,364151,0,6,6,7,0,0,0,59800,208,0,0,0,0,2,0,1,22,232,6,19,3,0,0,950,76120,274,0,0,0,0,2,0,1,30,331,7,0
13,16,0,0,0,14160,0,0,0,0,0,4,0,1,0,184,1167586,4894387,8735619,0,0,17,61,7,7,0,155000,298,1,0,0,0,17,0,1,40,764,7,32,121,23,23,60,498240,1092,9,0,0,0,20,0,5,80,1587,14,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,80440,14309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
