level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,0
46,4,1,1,250,31320,152,0,0,0,0,0,0,1,10,412,1866612,2300323,4896864,0,6,24,1,0,0,310,83480,309,1,0,6,3,0,0,2,17,316,3,23,3,0,0,513,135360,215,0,0,21,10,0,0,5,0,268,3,0
60,4,0,0,650,83820,375,0,0,0,0,6,0,2,28,594,3597589,17733067,3124065,0,6,131,3,3,3,1603,643680,1539,0,0,31,19,13,0,5,22,1130,6,41,0,3,3,1030,354600,1075,0,0,2,2,4,0,1,12,377,5,0
16,0,0,0,0,5800,0,0,0,0,0,6,0,1,0,119,501909,0,2344862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,23,23,30,104220,249,0,0,0,0,9,0,1,22,553,6,0
64,2,0,0,0,94500,0,2,0,0,0,0,0,3,0,865,9702960,2970759,0,0,0,22,0,0,0,0,97200,360,0,0,0,0,0,0,5,22,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,54,11,11,1943,1210900,1687,0,0,6,4,29,0,7,40,2594,17615956,7843437,4293129,0,7,10,86,10,10,1193,976800,1621,2,0,0,0,14,0,12,79,1167,7,107,10,0,0,753,548300,1335,0,0,0,0,7,0,7,5,753,4,0
70,36,8,8,400,181320,452,7,0,19,9,4,0,4,40,1113,6808452,6889390,6396090,0,7,32,33,20,20,860,441180,1078,11,0,4,2,4,0,7,33,851,7,33,16,20,20,60,135000,855,2,1,29,9,3,0,5,22,660,7,0
16,0,0,0,0,8200,47,0,0,0,0,5,0,1,9,161,778985,0,7581510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,359300,889,0,0,22,13,8,0,2,8,767,4,0
132,25,23,23,40,428200,798,0,0,8,6,0,0,5,40,1406,12134198,6882559,4930380,0,7,46,24,16,16,1350,615000,1460,0,1,0,0,0,0,3,80,1079,6,42,16,4,4,790,390000,270,0,0,2,2,0,0,7,0,444,2,0
270,233,21,21,780,2086400,2047,146,0,81,43,13,0,6,32,3641,62584469,34312920,8675124,0,7,165,176,10,10,3011,2067800,2599,84,0,82,46,5,0,4,28,2575,7,25,20,4,4,520,766500,487,9,0,29,13,4,0,5,0,516,0,0
60,3,0,0,600,97800,342,1,0,0,0,8,0,3,40,650,2590713,7789300,34980,0,6,110,18,29,29,1510,465900,1397,4,0,11,6,9,0,5,0,1130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
76,6,16,16,1200,324800,855,0,0,19,12,10,0,4,40,969,9313349,5470240,5865783,0,14,56,0,0,0,610,315000,571,0,0,15,9,7,0,6,20,501,0,60,3,4,4,1570,361600,1614,0,1,0,0,9,0,7,30,778,12,0
495,63,30,30,2320,2576900,3611,3,1,43,32,7,0,9,89,4701,34849387,5687524,2256340,0,14,80,18,13,13,2310,720000,1075,9,0,9,6,0,0,3,10,916,6,46,2,1,1,0,482000,680,0,0,0,0,0,0,2,70,774,1,0
44,0,0,0,0,55300,168,0,0,0,0,1,0,1,40,514,2370318,11908042,3481493,0,0,191,0,2,2,1191,784200,1600,0,0,17,10,0,0,2,80,1695,0,35,0,0,0,1200,360000,740,0,0,5,0,0,0,4,81,669,0,0
59,6,0,0,0,64220,100,0,0,0,0,13,0,1,0,423,2372510,1552466,1244587,0,5,20,3,0,0,0,50940,259,0,0,4,3,4,0,2,10,220,1,28,3,0,0,80,78540,406,0,0,0,0,4,0,3,0,209,4,0
91,30,12,12,920,264100,762,5,0,19,17,6,0,9,7,1054,11923145,17910705,12653261,0,13,180,6,26,26,2340,810900,2185,1,0,39,14,6,0,13,10,1566,6,111,18,13,13,1530,728800,1602,13,0,24,13,7,0,19,27,1323,7,0
46,0,0,0,350,20460,77,0,0,0,0,0,0,1,9,400,2718145,5060191,0,0,3,58,6,0,0,321,187540,560,5,0,5,4,0,0,5,10,542,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,10,28,28,979,276900,856,0,0,7,5,4,0,4,13,1073,8158695,5416600,0,0,7,20,7,0,0,710,147460,451,0,0,8,6,7,0,2,4,242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2,17,17,860,367400,693,1,1,35,21,9,0,7,30,1209,11320897,4547287,0,0,11,50,24,10,10,44,270000,806,15,0,2,0,7,0,11,0,628,4,0,0,0,0,0,30000,240,0,0,0,0,1,0,0,0,0,2,0
30,0,3,3,250,71660,268,0,0,0,0,6,0,2,40,495,2255025,0,3092881,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,26,26,843,225940,432,0,0,3,3,3,0,2,45,773,6,0
79,1,5,5,900,157520,527,0,0,4,4,8,0,2,40,821,3568403,1341741,789365,0,8,11,1,0,0,370,76140,396,0,0,4,2,2,0,2,0,138,6,14,0,0,0,460,193740,740,0,0,0,0,5,0,4,2,122,4,0
61,17,0,0,500,96500,155,0,0,0,0,4,0,1,10,554,2657906,1731125,0,0,6,26,7,8,8,60,84720,376,0,0,3,2,0,0,5,5,301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,146,45,45,1740,1367700,1891,67,0,23,22,28,0,9,106,2967,20533310,20293857,8593135,0,14,132,109,20,20,2160,2475000,1823,48,0,24,20,25,0,5,67,2612,7,63,86,0,0,1500,1217900,1352,16,0,2,2,19,0,9,34,1250,3,0
86,0,0,0,650,292120,813,0,0,2,2,4,0,3,31,731,3172690,14181943,5921529,0,6,175,9,20,20,800,1187280,2707,0,0,2,1,9,0,4,120,2060,7,80,1,15,15,900,282000,1916,0,0,0,0,4,0,1,80,1065,7,0
71,63,2,2,250,247820,418,7,0,9,6,4,0,4,40,1132,9964873,20836577,13296414,0,6,118,102,10,10,250,911580,1280,2,0,23,5,4,0,4,0,1449,5,48,87,20,20,0,1175000,1521,5,0,7,4,2,0,3,80,1435,6,0
70,8,3,3,0,135500,426,0,0,0,0,4,0,1,40,766,3411424,8907108,3985681,0,6,81,7,37,37,2250,516900,1836,0,0,10,5,8,0,3,80,1269,8,46,3,20,20,0,507000,1525,0,0,1,0,5,0,2,80,888,7,0
65,3,0,0,250,146360,406,0,0,0,0,7,0,3,40,688,3612527,4314362,5602030,0,5,60,3,2,2,700,163440,562,0,0,8,6,9,0,1,0,436,5,40,4,20,20,450,236220,759,2,0,5,4,9,0,5,0,508,6,0
147,16,26,26,1349,400400,1139,0,0,7,6,5,0,1,12,1325,10832210,15377178,6840245,0,7,173,33,14,14,2459,1341500,2295,0,0,6,4,11,0,5,80,2072,7,61,5,13,13,1503,605200,1499,0,2,0,0,7,0,3,80,1152,7,0
131,8,0,0,1256,441800,884,0,0,52,33,4,0,2,28,1154,12489321,0,1650245,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,780,220000,823,1,1,0,0,1,0,1,10,366,6,0
81,3,20,20,1180,277400,880,3,0,3,3,10,0,9,33,979,6267683,5889297,4784902,6,13,66,4,11,11,1430,402000,1524,4,0,1,0,4,0,5,49,851,7,54,4,11,11,1250,343000,1180,4,0,0,0,6,0,9,49,796,6,0
16,0,0,0,0,5700,0,0,0,0,0,0,0,1,0,102,420943,2529430,1752468,0,0,24,23,0,0,0,36720,90,2,0,0,0,2,0,1,0,291,4,29,2,0,0,490,101880,459,0,0,0,0,4,0,1,40,457,6,0
128,1,1,1,0,532400,1295,0,0,23,7,2,0,8,101,1514,13245592,3760502,627789,0,11,13,0,0,0,0,210000,385,0,0,4,1,0,0,4,41,360,3,1,0,0,0,0,0,25,0,0,2,1,0,0,1,0,28,1,0
66,22,31,31,968,266100,1050,2,0,0,0,11,0,3,54,1218,6053670,1397503,2260567,0,14,6,0,10,10,830,125000,352,0,0,2,2,2,0,1,20,314,7,3,1,16,16,0,45000,327,0,0,3,2,1,0,1,16,269,6,0
11,2,0,0,400,0,10,0,0,0,0,5,0,1,0,118,817314,3651745,4310744,0,1,58,1,0,0,0,79520,281,0,0,4,4,4,0,3,17,478,0,69,1,10,10,1340,371880,1105,0,0,1,1,4,0,4,25,699,13,0
65,1,26,26,770,188820,422,0,1,0,0,7,0,3,40,911,3825952,4699319,3979916,0,7,21,0,3,3,1130,336880,1184,0,0,22,17,5,0,4,0,257,7,58,1,11,11,860,298300,917,0,0,3,0,5,0,5,11,578,2,0
71,4,4,4,700,142160,420,1,0,19,14,9,0,1,24,775,8472958,3813444,10889096,0,6,51,0,5,5,0,246240,641,0,0,15,6,4,0,2,6,442,6,78,0,1,1,1930,588000,1332,0,0,54,25,4,0,2,74,1067,2,0
30,41,0,0,500,62620,105,0,0,0,0,1,0,1,19,558,3327507,0,1293316,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,18300,10,0,1,0,0,0,0,1,0,146,1,0
22,0,0,0,0,17820,52,0,0,0,0,3,0,2,5,191,1132540,2818693,4674240,0,3,34,1,10,10,323,117100,352,0,0,0,0,6,0,2,40,554,0,5,0,16,16,120,100980,101,0,0,7,5,1,0,3,2,202,0,0
26,0,0,0,0,21900,66,0,0,0,0,0,0,2,14,262,1266544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,16160,14,0,0,0,0,0,0,1,2,234,1656506,10371213,6807577,0,0,73,0,14,14,1090,224100,751,0,1,19,10,4,0,1,40,906,7,45,6,22,22,450,264840,630,0,0,7,0,1,0,1,9,666,6,0
177,9,20,20,1100,592400,1354,2,0,38,20,12,0,4,40,1637,15124267,29650258,13216806,0,7,254,21,20,20,3420,1968000,3247,9,0,98,56,12,0,5,80,2679,7,148,39,20,20,2010,1324500,2017,16,0,16,6,6,0,2,80,1877,6,0
50,1,0,0,0,61600,168,0,0,0,0,0,0,2,40,573,2387615,17188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,3,3,284,158220,429,0,0,10,8,6,0,1,22,654,6613371,3275358,315682,0,5,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
41,39,6,6,500,135500,224,7,0,0,0,2,0,1,17,661,3820730,2097821,0,0,7,15,20,2,2,180,98160,244,8,0,0,0,2,0,2,5,293,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,7,2,2,950,181220,598,7,0,13,12,5,0,4,36,827,8333531,16093432,5221053,0,11,88,2,6,6,810,501180,1282,1,0,59,22,10,0,13,18,877,7,18,7,7,7,60,342000,1051,7,0,0,0,4,0,3,48,556,6,0
91,4,2,2,920,171520,585,4,0,8,6,6,0,3,22,791,3965317,1112874,2182361,0,6,9,2,0,0,250,183600,573,2,0,0,0,3,0,2,30,272,5,37,0,0,0,540,130680,269,0,0,0,0,1,0,0,0,248,1,0
30,22,1,1,0,64320,122,2,0,0,0,6,0,1,5,420,4105877,2446497,0,0,6,30,15,0,0,420,60900,85,2,0,0,0,2,0,2,0,292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,2,2,0,115160,335,1,0,0,0,10,0,2,40,671,2533395,7525993,10622845,0,6,68,9,0,0,0,282240,949,9,0,28,15,7,0,6,10,642,3,91,1,4,4,360,630000,1247,1,0,36,25,9,0,6,11,859,8,0
123,13,1,1,900,367400,666,11,0,27,13,0,0,3,40,1211,18575278,8315817,7102580,0,6,30,3,0,0,540,285000,430,3,0,20,5,0,0,4,32,489,0,47,8,0,0,420,282000,525,8,0,20,12,0,0,3,19,539,6,0
131,10,13,13,1130,311000,779,10,0,9,7,36,0,2,8,1199,11276591,14164316,8478409,0,7,170,11,14,14,2060,945500,2069,11,1,6,4,79,0,3,20,1595,5,95,3,4,4,1620,628400,1605,2,3,1,1,35,0,3,14,983,6,0
285,3,32,32,3049,1100700,2775,0,1,9,8,21,1,6,10,2275,13401207,11554505,8924348,4,10,332,0,30,30,2410,1210500,3069,0,0,2,2,14,0,6,0,2118,5,130,0,30,30,2120,765000,1835,0,0,10,4,13,0,4,20,1105,6,0
173,11,5,5,1513,487400,1143,11,0,13,9,15,0,7,40,1506,9392331,358511,8213147,0,7,0,0,0,0,300,0,386,0,0,0,0,3,0,3,0,48,2,106,6,14,14,2705,1198300,2641,6,2,2,1,9,0,12,132,1771,12,0
24,1,0,0,450,115260,486,0,0,0,0,5,0,3,73,673,3032811,3754821,6172716,2,10,45,4,20,20,780,244040,572,0,0,4,3,17,0,8,40,732,9,46,7,4,4,1094,410000,1097,1,0,19,7,10,0,10,80,904,7,0
78,12,2,2,0,105620,258,4,0,6,3,0,0,2,8,656,6314410,5941530,1869741,1,6,48,11,20,20,0,366780,676,5,0,12,4,2,0,4,12,631,6,4,6,0,0,0,195000,250,3,0,0,0,0,0,1,39,301,0,0
42,3,21,21,720,171060,398,0,0,0,0,5,0,3,40,867,5378098,7238463,1760546,0,12,38,3,19,19,200,143240,635,0,0,22,15,6,0,7,0,471,2,5,1,14,14,1010,90000,498,0,0,1,0,3,0,3,10,281,7,0
20,3,0,0,0,8100,0,0,0,0,0,0,0,1,0,142,808787,2190824,2795638,0,0,25,25,0,0,0,56120,70,2,0,0,0,0,0,3,0,322,4,36,35,0,0,0,157700,200,4,0,0,0,0,0,4,0,444,5,0
4,0,0,0,0,2160,0,0,0,0,0,0,0,3,0,44,440408,1800717,1440500,0,0,26,0,0,0,0,37100,140,0,0,0,0,3,0,6,28,357,0,36,5,0,0,660,268740,606,4,0,0,0,7,0,3,3,258,0,0
35,0,0,0,0,21900,69,0,0,0,0,0,0,4,2,271,1853845,2244810,2446124,0,3,48,0,1,1,640,122400,210,0,0,2,2,0,0,3,0,362,5,57,0,0,0,250,146100,518,0,0,1,0,6,0,2,0,386,1,0
79,39,1,1,0,169160,134,17,0,1,1,0,0,6,3,759,4527679,5077454,124685,0,0,60,58,1,1,0,408240,360,35,0,0,0,0,0,8,0,763,0,2,1,0,0,0,15000,0,1,0,0,0,0,0,1,0,31,0,0
51,30,3,3,0,96500,193,4,0,0,0,4,0,1,13,606,3795799,7202173,3793980,0,7,39,17,3,3,0,180900,501,1,0,13,7,3,0,2,6,437,3,40,11,0,0,450,195700,411,2,0,3,3,2,0,1,5,356,1,0
14,2,0,0,0,3720,0,0,0,0,0,1,0,4,0,116,998537,11608685,16722734,0,0,152,75,0,0,1030,708680,877,0,0,2,2,0,0,5,11,1484,5,229,92,0,0,2240,1740000,2470,4,2,0,0,20,0,8,31,2295,7,0
23,80,0,0,600,262400,1058,36,1,0,0,25,2,8,50,1223,8678204,3441300,5440443,8,10,0,39,0,0,800,135000,243,27,0,0,0,9,0,10,40,607,4,22,21,49,49,250,300000,1081,11,0,0,0,8,1,9,3,876,8,0
22,0,0,0,0,16160,40,0,0,0,0,1,0,1,11,240,1258335,1731979,6973496,0,0,39,1,0,0,0,41040,28,0,0,0,0,0,0,2,8,325,0,62,0,6,6,0,265200,648,0,0,15,10,0,0,5,22,690,4,0
32,1,2,2,0,44420,152,1,0,0,0,3,0,2,10,306,1484553,1116896,602561,2,6,23,2,5,5,540,108700,160,2,1,0,0,1,0,1,5,246,7,5,3,5,5,0,44040,298,3,0,0,0,2,0,2,5,139,7,0
13,0,0,0,0,3720,0,0,0,0,0,0,0,1,0,91,595786,11439418,3686451,0,0,149,0,0,0,0,436680,829,0,0,8,4,1,0,12,44,1367,0,64,0,0,0,0,270000,575,0,0,1,0,0,0,4,19,567,0,0
70,0,0,0,0,64220,585,0,0,7,3,5,0,2,60,818,2357666,13728363,10386352,0,5,283,0,22,22,4400,1713180,3765,0,1,15,9,18,0,24,80,2583,6,183,0,20,20,3240,1170000,2932,0,0,11,4,12,0,18,80,1881,7,0
158,0,0,0,633,366700,684,0,0,6,5,1,0,7,3,1070,7579095,79760,0,0,4,0,0,0,0,0,0,120,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,18,18,1199,722300,1387,1,0,63,29,1,0,11,62,2003,33018807,28457995,27884052,0,7,227,4,27,27,3616,1615500,3243,3,1,11,5,48,0,3,80,2894,7,278,2,45,45,2670,1429500,2894,1,0,20,10,54,0,8,49,2762,6,0
65,62,0,0,0,42420,141,41,0,0,0,8,0,2,5,829,5792625,3814207,12984761,0,0,22,26,0,0,83,115100,209,25,0,6,3,3,0,2,0,340,0,123,154,0,0,967,1004180,1288,121,0,1,0,5,0,4,19,1935,6,0
65,0,0,0,0,0,0,0,0,0,0,0,0,4,20,580,4441526,565535,438059,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,2,1,82,0,7,1,0,0,0,0,0,1,0,0,0,0,0,2,1,83,0,0
72,15,2,2,500,96500,346,0,0,1,1,6,0,3,5,617,4199931,3073698,636919,0,8,16,3,5,5,347,124200,336,0,0,7,5,2,0,1,5,232,5,11,3,0,0,0,73700,202,1,0,0,0,1,0,1,5,134,5,0
58,75,6,6,1500,198700,1127,41,3,0,0,9,3,3,26,1171,9409726,18945084,6277226,3,7,36,84,5,5,500,581700,849,54,0,15,10,7,0,6,54,1278,7,22,60,0,0,750,480000,665,52,0,6,5,4,0,3,46,868,1,0
56,0,0,0,17,37120,34,0,0,0,0,6,0,4,7,415,2614940,414224,1976977,0,0,5,0,0,0,0,11100,0,0,0,0,0,0,0,3,1,54,0,12,0,0,0,0,17780,140,0,0,8,6,0,0,1,0,116,0,0
115,37,0,0,0,352400,677,0,0,1,1,17,0,9,20,1052,11931930,10979865,5675225,0,5,54,14,0,0,1120,375000,922,0,0,11,10,13,0,3,3,601,3,22,4,0,0,650,177000,614,1,0,16,9,5,0,3,0,259,5,0
100,11,1,1,1020,532400,1282,0,0,50,16,22,0,4,80,1325,12058532,4498921,0,0,12,25,0,10,10,1200,240000,837,0,0,0,0,9,0,3,11,371,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,44,18,18,1635,728200,1742,37,0,50,26,17,0,6,72,2102,39117829,12477555,35183954,0,12,53,44,1,1,1050,729900,1167,18,0,17,13,3,0,4,56,1007,6,138,100,44,44,2712,1605500,2755,42,0,68,45,13,0,3,104,2549,8,0
50,12,0,0,0,61500,190,0,0,0,0,3,0,2,23,540,3060447,15642177,11595521,0,6,190,48,21,21,2656,1140600,2269,7,1,13,7,7,0,7,117,2413,7,155,36,21,21,1850,990400,2744,4,0,1,1,4,0,7,80,1889,7,0
30,0,0,0,0,10100,141,0,0,0,0,2,0,2,13,284,1573827,3826767,2591510,0,4,71,0,1,1,480,237720,363,0,0,5,4,4,0,5,27,645,0,16,0,0,0,620,89580,461,0,0,0,0,5,0,6,27,307,0,0
31,0,0,0,0,33320,112,0,0,0,0,1,0,2,5,247,1212831,3762801,2112025,0,5,62,10,0,0,540,161080,471,2,1,3,2,3,0,3,6,533,6,39,11,0,0,420,145300,632,3,0,0,0,2,0,2,0,320,0,0
120,1,4,4,1216,334400,879,0,0,8,8,4,0,3,14,901,5956936,4830200,3005495,0,7,38,0,30,30,0,235000,894,0,0,2,0,2,0,3,10,568,7,32,1,7,7,200,45000,755,1,0,3,1,2,0,1,10,360,6,0
49,1,0,0,500,98660,415,0,0,0,0,5,0,1,40,573,2780328,4026753,1521548,1,6,50,0,0,0,0,162000,518,0,0,4,4,7,0,4,0,332,3,32,1,0,0,0,103740,578,1,0,2,1,2,0,2,0,216,3,0
51,1,0,0,0,71660,258,0,0,0,0,2,0,1,40,578,2658311,15547047,0,0,6,45,0,30,30,1000,355740,852,0,0,40,23,7,0,5,15,755,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3,5,5,0,186720,425,3,0,8,6,6,0,5,9,831,8133189,5443847,2346534,0,6,75,0,9,9,300,279780,1043,0,0,0,0,4,0,6,0,634,4,25,0,6,6,0,135000,384,0,0,3,2,2,0,5,0,238,2,0
115,7,20,20,135,228020,614,1,0,3,2,19,0,1,14,1001,7912192,7171075,3045242,0,7,43,7,21,21,310,308480,1087,0,0,11,9,15,0,4,24,735,6,28,1,16,16,1600,137000,734,0,0,3,1,3,0,1,0,331,7,0
12,0,0,0,0,3720,0,0,0,0,0,0,0,1,0,87,366126,3299402,24756782,0,0,19,2,0,0,0,35440,97,0,0,0,0,0,0,2,5,190,4,389,5,22,22,3508,1307040,3279,4,0,11,6,16,0,2,50,2891,7,0
56,2,24,24,50,206600,438,0,0,0,0,3,0,4,40,870,3978226,4866588,3106874,0,7,20,4,13,13,520,175800,809,0,0,9,6,2,0,3,25,544,5,8,1,6,6,250,165000,634,0,0,4,3,3,0,4,40,443,5,0
17,10,0,0,0,31420,82,6,0,0,0,1,0,6,5,250,2121675,7574878,2085306,1,4,41,78,5,5,910,366080,557,18,1,0,0,2,1,3,35,1081,6,12,13,2,2,60,120000,265,12,0,3,3,0,0,1,5,236,6,0
132,9,21,21,1341,385700,1017,9,0,16,11,13,0,10,7,1234,10048192,556264,3925192,0,11,4,3,2,2,180,54000,145,3,0,1,1,1,0,1,0,81,1,26,3,37,37,1210,154200,1416,3,1,3,1,10,0,4,1,528,7,0
38,39,0,0,360,50900,10,0,0,0,0,7,0,2,0,499,4323346,11102380,1898435,0,1,40,33,0,0,420,149600,419,2,0,0,0,8,0,1,0,558,9,19,13,0,0,120,60300,185,1,0,0,0,2,0,1,0,214,0,0
17,0,0,0,0,3720,0,0,0,0,0,1,0,2,0,113,731463,1533890,1301571,0,0,15,0,0,0,0,4380,52,0,0,0,0,1,0,1,11,161,0,4,0,1,1,0,6060,18,0,0,0,0,1,0,1,5,108,0,0
223,90,24,24,2240,1105200,1878,72,0,5,3,4,0,4,36,2573,13465569,12159700,9304598,2,11,200,32,13,13,2580,1310400,2646,32,2,1,1,14,0,7,40,2012,7,119,39,21,21,1896,1171000,1828,32,0,5,5,10,0,3,28,1483,7,0
90,22,0,0,0,206600,561,16,0,17,10,16,0,5,17,948,11930115,5065772,10676258,0,5,15,1,0,0,0,27060,300,1,0,19,7,3,0,6,5,181,0,96,1,14,14,650,463740,819,1,0,24,15,4,0,6,7,811,0,0
105,32,2,2,760,277400,562,0,0,2,2,1,0,2,0,871,4829716,16032531,24856574,0,9,79,30,29,29,447,699000,1244,1,0,40,31,4,0,4,10,1030,7,152,91,12,12,3400,1798500,2939,22,0,58,42,7,0,5,67,2238,8,0
251,49,20,20,1750,1094400,1955,2,0,5,3,14,0,7,56,2364,17873254,13611685,3194877,0,7,164,15,27,27,1550,858500,2173,0,3,1,1,13,0,7,20,1523,7,27,0,13,13,1018,198500,478,0,0,0,0,2,0,3,1,329,0,0
91,45,8,8,640,277400,427,38,0,7,4,9,0,3,7,1049,6924779,8280560,2443156,0,7,83,14,11,11,780,450000,1052,11,0,0,0,4,0,2,10,744,6,26,7,7,7,1080,300000,695,6,1,0,0,3,0,1,10,370,8,0
44,11,9,9,1110,236420,776,2,1,0,0,5,1,1,80,995,4235508,941466,1096613,1,13,29,1,2,2,453,148680,534,0,0,4,4,3,0,2,20,371,6,17,1,0,0,377,60000,348,1,0,2,1,1,0,1,9,185,6,0
29,26,0,0,0,38960,280,17,1,0,0,1,1,1,0,410,2399137,6021924,5428000,1,5,41,52,5,5,0,210160,350,43,0,0,0,2,0,1,10,744,7,9,13,1,1,60,104580,151,9,0,16,6,0,0,1,5,244,6,0
61,1,4,4,0,169160,498,0,0,0,0,0,0,3,40,696,3955762,7376998,10834601,0,11,75,0,16,16,0,408240,976,0,0,6,6,0,0,4,50,916,5,89,3,21,21,660,585000,1590,0,1,3,1,0,0,5,64,1106,8,0
34,40,0,0,0,79820,137,4,0,0,0,13,0,1,10,563,2815540,3263619,8261884,0,5,29,32,24,24,639,157940,132,10,0,0,0,16,0,2,1,575,4,29,37,7,7,680,360740,713,2,0,23,15,12,0,8,14,674,7,0
64,0,1,1,250,87800,132,0,0,0,0,0,0,1,14,486,1,1573031,3552908,0,5,18,1,0,0,60,81360,155,1,0,12,9,0,0,2,0,169,1,48,8,0,0,560,230240,520,3,0,1,0,0,0,2,28,506,0,0
75,2,7,7,0,218120,981,1,1,1,1,4,1,2,80,1126,5241133,2563241,622284,2,14,37,1,17,17,0,192480,556,0,0,3,2,3,0,3,0,395,5,1,0,0,0,0,0,277,0,0,1,1,2,0,2,0,37,1,0
54,1,20,20,500,151000,291,0,0,0,0,9,0,3,40,803,3992482,7751500,5478579,0,6,40,2,20,20,990,191100,901,0,0,21,15,9,0,4,4,591,6,51,1,20,20,750,257220,730,0,0,9,4,6,0,4,1,537,4,0
82,69,9,9,0,348620,374,20,0,6,5,1,0,2,19,1200,8961634,18910282,18851797,2,7,36,45,2,2,0,596880,880,21,0,47,35,5,0,4,51,1038,1,29,92,16,16,2250,825900,1388,19,0,12,6,5,0,4,80,1516,7,0
27,1,0,0,0,16160,114,0,0,0,0,0,0,1,11,260,1474051,6889900,7308977,0,5,41,0,5,5,0,48060,387,0,0,24,11,3,0,2,9,395,6,62,0,0,0,60,258180,779,0,0,14,9,3,0,3,0,434,5,0
42,1,0,0,0,25700,49,0,0,0,0,0,0,2,3,318,1847646,1126850,2801379,0,2,30,4,0,0,120,55620,132,0,0,1,1,0,0,2,1,218,0,49,7,0,0,300,114180,311,0,0,4,2,2,0,3,0,353,3,0
15,2,0,0,0,17820,40,0,0,0,0,1,0,1,0,135,766359,1617341,18713308,0,3,35,7,0,0,0,61800,160,7,0,0,0,4,0,3,0,286,7,97,21,0,0,301,557880,1193,21,0,50,36,9,0,6,17,997,6,0
60,4,1,1,0,71660,263,0,0,0,0,2,0,2,40,696,4003342,3556028,4920604,0,5,40,4,5,5,0,295740,969,0,0,3,2,2,0,2,81,812,7,76,5,12,12,540,450000,1366,0,0,0,0,6,0,3,22,766,10,0
111,6,22,22,670,277400,588,0,0,12,10,2,0,2,14,1000,8668148,3506299,10263923,0,7,54,1,0,0,540,180000,498,0,0,6,4,1,0,1,5,378,0,68,3,19,19,1310,390000,1473,0,0,26,18,2,0,3,10,715,13,0
126,0,0,0,400,339300,803,0,0,0,0,0,0,2,40,1093,5322860,28315781,2594003,0,5,103,30,23,23,2337,1103200,1726,0,0,57,35,15,0,4,80,1685,7,23,3,0,0,0,135000,286,0,0,5,4,1,0,1,0,163,0,0
93,4,0,0,650,235660,548,2,0,29,18,1,0,1,40,931,8852217,7290286,4294734,0,5,70,10,22,22,820,373740,697,3,0,17,9,1,0,7,0,724,5,43,3,5,5,403,345000,1613,1,0,3,0,3,0,5,80,835,7,0
137,11,35,35,1326,396700,1479,0,0,5,5,9,0,4,40,1516,9331942,2813669,5991168,0,13,38,0,2,2,1040,238620,700,0,0,0,0,3,0,4,30,469,1,56,6,3,3,540,396680,1493,0,0,1,1,3,0,2,80,890,9,0
