country,level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,pvp-unlock,hunt-unlock,exp-unlock,label
PY,40,1,0,0,500,52500,196,0,0,0,0,0,0,3,20,419,2158254,6330696,0,0,5,30,0,0,0,200,74520,140,0,0,19,9,0,0,4,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,27,0,0,0,0,7700,0,0,0,0,0,1,0,1,0,181,1480837,1336062,0,0,0,21,0,0,0,0,20700,22,0,0,0,0,3,0,1,6,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
EG,7,7,0,0,0,2160,0,1,0,0,0,0,0,2,0,96,452193,5728706,0,0,0,77,4,1,1,900,191540,641,0,0,12,8,11,0,6,40,781,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,70,5,3,3,500,105620,346,0,0,4,2,4,0,2,25,776,4886043,0,1595307,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,75600,237,0,0,1,0,4,0,3,18,185,0,1,1,1,1
EG,69,0,0,0,78,81720,263,0,0,8,7,5,0,5,5,576,6295923,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
GR,14,0,0,0,0,5700,14,0,0,0,0,1,0,2,2,110,692245,8193844,3483922,0,0,58,1,22,22,920,242300,523,1,0,10,8,9,0,3,40,864,7,4,1,12,12,0,54120,666,1,0,4,2,1,0,1,9,217,7,1,1,1,1
KR,403,120,0,0,2780,1867400,2787,120,0,1,1,13,0,6,19,4080,27632151,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,142,0,1,1,936,266960,565,0,0,1,0,0,0,3,1,1044,7434993,5370653,673355,0,3,19,0,1,1,121,361340,780,0,0,5,2,0,0,5,80,768,4,1,0,0,0,629,45000,90,0,0,0,0,0,0,2,10,101,1,1,1,1,1
BA,100,1,13,13,0,206600,864,0,0,8,6,8,0,8,51,1099,6579018,3415693,0,0,10,43,2,20,20,60,280800,971,0,0,2,0,3,0,4,1,491,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
AM,71,54,0,0,120,233660,346,2,0,6,5,6,0,1,20,905,7241406,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BD,201,13,19,19,1667,706200,1379,0,0,55,44,24,0,3,34,1865,23218978,9238604,1194850,0,7,39,0,26,26,340,450000,1376,0,0,27,22,18,0,5,19,662,4,0,0,0,0,0,0,118,0,0,5,2,1,0,1,0,29,0,1,1,1,1
IN,104,0,0,0,0,135500,275,0,0,0,0,63,0,2,1,738,6466353,12903010,2420067,0,0,235,3,0,0,2060,921900,1984,3,1,0,0,122,0,1,0,1785,0,12,0,0,0,694,78500,660,0,0,0,0,12,0,2,0,245,2,1,1,1,1
ID,149,4,16,16,1200,548000,1461,0,0,13,11,11,0,11,71,1615,8132171,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PE,72,16,0,0,1120,203000,1685,4,1,85,48,17,2,5,0,877,26232623,4628691,0,0,10,13,15,0,0,504,158700,281,14,0,5,3,2,0,1,1,231,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AT,35,13,0,0,0,28700,0,7,0,0,0,0,0,1,0,299,1652289,2493849,1263395,0,0,35,22,1,1,298,98620,284,14,0,2,1,1,0,1,15,484,5,20,14,0,0,0,94800,120,1,0,0,0,0,0,1,0,210,0,1,1,1,1
VE,31,1,2,2,0,26900,58,0,0,0,0,6,0,9,21,377,3244763,3908579,7010037,0,0,48,0,9,9,400,202320,569,0,0,3,3,3,0,3,50,673,0,73,2,8,8,1100,310280,1137,0,0,2,1,4,0,4,23,712,11,1,1,1,1
PH,68,0,0,0,0,87800,288,0,0,0,0,0,0,2,40,656,3123339,52369,3009772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,0,0,0,17820,340,0,0,0,0,0,0,1,65,415,0,1,1,1,1
ID,70,3,0,0,0,96500,370,0,0,6,5,0,0,2,25,654,4121749,6455479,0,0,6,12,0,0,0,540,195900,300,0,0,29,18,0,0,3,16,296,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TH,105,5,1,1,318,161020,494,0,0,8,5,16,0,1,0,759,8591985,656742,0,0,4,15,2,0,0,0,36180,96,0,0,0,0,2,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TH,47,0,1,1,120,64220,124,0,0,0,0,0,0,3,6,364,3292178,3542729,1958692,0,5,28,0,9,9,180,0,195,0,0,0,0,0,0,1,0,265,3,16,0,3,3,120,50940,140,0,0,2,2,0,0,1,1,188,1,1,1,1,1
VN,132,9,0,0,635,265860,696,8,0,0,0,0,0,3,45,1166,8016903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RO,49,7,0,0,250,64720,294,7,0,0,0,3,0,2,40,635,2713217,1357029,7397271,0,7,14,0,1,1,0,93300,243,0,0,0,0,1,0,2,25,277,5,88,6,0,0,904,509680,1397,5,1,26,23,8,0,4,71,1125,4,1,1,1,1
RO,120,2,1,1,700,247820,551,0,0,7,6,11,0,1,15,894,6582988,0,1205610,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,194,14580,228,0,0,2,1,1,0,1,0,73,0,1,1,1,1
RO,110,1,1,1,788,190620,598,0,0,9,5,11,0,1,40,928,8592334,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AR,133,0,1,1,120,337400,814,0,0,0,0,0,0,4,1,972,6034600,282471,0,0,8,2,0,0,0,0,15000,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AR,40,3,0,0,400,77520,268,0,0,0,0,2,0,2,40,532,2824615,17799614,60862,0,5,52,6,0,0,299,154140,496,4,0,16,12,4,0,1,0,426,6,1,0,0,0,0,0,84,0,0,0,0,1,0,1,0,15,0,1,1,1,1
ID,44,0,0,0,99,63920,120,0,0,0,0,0,0,3,25,552,3702670,1797282,673454,0,0,29,0,0,0,0,53440,170,0,0,0,0,0,0,5,8,279,0,7,0,0,0,0,20340,0,0,0,1,1,0,0,4,1,73,0,1,1,1,1
ID,70,2,1,1,0,79520,242,0,0,9,5,0,0,2,24,737,7835130,9009771,556221,0,0,19,0,1,1,0,78000,179,0,0,40,10,0,0,2,9,306,0,2,1,0,0,0,49080,20,0,0,1,0,0,0,1,0,41,0,1,1,1,1
PL,66,133,14,14,799,371600,747,41,0,0,0,20,0,5,61,1779,9976500,3984735,2215451,0,13,4,43,0,0,0,140000,264,43,0,7,6,3,0,1,39,540,0,5,8,5,5,370,120000,254,0,0,4,3,4,0,3,0,178,5,1,1,1,1
ID,70,0,0,0,240,117160,288,0,1,6,2,0,0,3,40,775,5581524,1652646,55399,0,0,20,0,0,0,100,42360,120,0,0,2,1,0,0,1,0,136,0,0,0,0,0,60,36180,46,0,0,0,0,0,0,1,0,9,0,1,1,1,1
ID,146,3,0,0,388,310900,849,1,0,6,2,10,0,3,40,1334,10001758,139572,824248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,4,1,0,0,0,30000,0,0,0,0,0,0,0,2,0,86,0,1,1,1,1
RU,43,0,3,3,100,44420,133,0,0,0,0,4,0,3,5,349,1947051,4928175,0,0,6,37,2,23,23,417,194240,448,1,0,9,7,4,0,2,10,497,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,71,28,0,0,99,173360,349,0,0,1,0,20,0,11,31,960,7648711,215646,0,0,0,1,1,0,0,0,0,72,0,0,0,0,1,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,152,0,0,0,1100,427400,993,0,0,42,20,5,0,5,8,1129,17573461,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IN,75,0,1,1,0,125120,378,0,0,2,2,0,0,5,31,730,5260859,3153397,7601337,0,5,26,0,19,19,1200,212280,525,0,0,1,0,1,0,5,6,452,6,75,0,20,20,800,270000,839,0,0,24,12,2,0,12,0,761,5,1,1,1,1
IN,80,1,10,10,250,169660,333,0,0,3,2,9,0,6,14,732,4296527,0,1329968,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,800,64500,351,4,0,0,0,6,0,1,5,191,7,1,1,1,1
HN,137,12,11,11,683,313500,801,0,0,3,2,0,0,3,26,1206,7995118,3868880,5597545,0,10,17,5,8,8,780,182000,370,2,0,1,0,0,0,3,21,428,3,24,11,10,10,740,324000,640,3,0,0,0,0,0,5,34,643,11,1,1,1,1
RU,65,0,0,0,360,233660,684,0,0,0,0,2,0,2,75,913,3454368,658675,1287257,0,10,0,0,0,0,540,58740,237,0,0,0,0,1,0,2,23,163,1,1,0,0,0,540,195000,622,0,0,0,0,1,0,1,54,363,4,1,1,0,1
IN,170,7,20,20,2000,326120,1688,0,0,2,2,12,0,9,97,1946,10278651,8189553,4896069,0,12,141,5,19,19,2250,980980,2309,1,0,11,3,11,0,8,48,1388,8,99,1,6,6,1496,481900,1387,0,0,0,0,8,0,10,18,868,4,1,1,1,1
CO,70,82,3,3,750,369320,534,3,0,0,0,4,0,3,41,1240,7768004,19668786,5214220,0,7,131,133,27,27,2110,1487280,1958,122,0,4,2,6,0,6,60,2384,7,15,50,20,20,180,576000,485,3,0,0,0,0,0,5,41,843,6,1,1,1,1
MX,53,0,0,0,0,23900,0,0,0,0,0,1,0,3,0,384,3639170,3825480,860698,0,0,74,1,1,1,600,169800,625,0,0,2,1,0,0,5,0,639,3,29,0,0,0,580,26220,240,0,0,0,0,0,0,3,0,190,2,1,1,1,1
BR,69,4,0,0,0,105620,413,0,0,5,4,5,0,2,40,713,4260588,5725772,0,0,5,37,2,27,27,700,216780,1003,0,0,11,6,8,0,5,10,603,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,63,0,0,0,92,61600,118,0,0,0,0,0,0,2,8,472,3185126,1547090,0,0,4,17,0,0,0,0,35400,150,0,0,4,2,0,0,0,6,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,66,13,0,0,0,87800,152,0,0,0,0,9,0,1,9,544,5175809,25667205,11297218,0,0,130,71,0,0,600,655700,1298,42,0,50,31,5,0,4,24,1506,5,18,8,0,0,0,0,276,6,0,11,9,1,0,2,0,180,0,1,1,1,1
US,186,6,28,28,1473,653800,1195,6,1,30,22,0,0,1,40,1807,19676215,33573938,6763945,0,5,532,10,32,32,3521,2273500,4200,7,1,44,28,9,0,2,21,3851,9,91,8,30,30,912,600000,1579,6,1,10,8,4,0,1,16,969,3,1,1,1,1
US,72,1,1,1,695,185520,513,1,0,53,40,0,0,2,40,860,17234494,16916956,0,0,7,155,1,1,1,1089,763680,1279,0,0,48,34,13,0,3,18,1189,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
US,41,0,4,4,0,38660,105,0,0,0,0,5,0,2,20,433,4233186,1597083,1999863,0,1,19,0,0,0,0,33000,125,0,0,0,0,2,0,2,0,150,4,2,0,5,5,0,24840,163,0,0,0,0,2,0,1,5,104,3,1,1,0,1
US,40,0,0,0,0,36660,82,0,0,0,0,0,0,2,5,284,557308,14100119,6099790,0,3,168,7,42,42,80,930740,2549,1,0,48,28,18,0,12,86,1931,11,29,3,15,15,60,377000,917,0,0,22,14,4,0,8,30,516,4,1,1,1,1
RU,17,38,0,0,0,113260,230,0,0,0,0,1,0,3,28,555,3933408,2154460,0,0,6,54,1,0,0,300,84840,252,0,0,4,4,2,0,2,0,344,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CL,41,0,0,0,0,16160,0,0,0,0,0,4,0,1,0,245,2134708,10972624,3822637,0,0,99,33,10,10,400,621240,1234,31,0,17,14,6,0,4,66,1343,7,32,0,0,0,0,210000,322,0,0,7,4,3,0,2,0,213,0,1,1,1,1
IN,71,4,25,25,282,207900,331,4,0,11,8,24,0,2,6,739,5865666,5162571,2900562,0,7,53,2,29,29,1377,349200,1341,2,0,7,3,28,0,4,50,943,7,49,1,0,0,950,192000,730,1,0,1,0,16,0,4,7,405,4,1,1,1,1
MX,100,6,0,0,650,167520,538,0,0,11,5,0,0,7,40,964,8566756,10011329,0,0,6,81,28,0,0,736,388880,830,0,0,12,3,0,0,15,36,962,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UZ,63,4,3,3,0,66220,142,0,0,0,0,1,0,1,5,479,2494316,4057214,0,0,7,47,4,24,24,908,250580,975,0,0,8,4,2,0,1,10,565,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MM,30,0,0,0,191,110120,310,0,0,0,0,8,0,2,29,369,1957753,1857127,1631604,0,0,12,3,0,0,120,40680,192,0,0,5,1,1,0,1,0,106,0,8,0,0,0,0,29660,84,0,0,9,4,1,0,1,0,89,0,1,1,0,1
US,42,1,5,5,0,14820,4,0,0,0,0,1,0,3,1,282,1917502,3433097,1838093,0,0,31,6,3,3,0,66600,120,0,0,0,0,0,0,4,0,326,0,8,3,1,1,60,26100,0,0,0,0,0,0,0,6,0,127,0,1,1,1,1
MX,41,0,2,2,100,52500,186,0,0,0,0,3,0,3,17,421,2963067,3891129,388509,0,5,24,2,6,6,0,39300,143,2,0,0,0,0,0,1,4,227,0,1,0,0,0,250,0,23,0,0,0,0,0,0,1,4,45,0,1,1,0,1
IQ,84,12,6,6,400,71660,256,12,0,8,2,6,0,3,11,769,7009592,4605909,420601,0,3,34,2,27,27,833,325740,753,2,0,1,0,3,0,4,34,659,3,2,1,0,0,0,42000,96,1,0,0,0,1,0,3,1,52,0,1,1,1,1
IN,144,2,0,0,558,262400,656,0,0,3,2,0,0,3,40,1178,5835990,1226021,0,0,0,13,0,0,0,0,120000,165,0,0,2,0,0,0,2,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,71,3,0,0,120,66600,196,0,0,12,5,17,0,2,2,524,6242547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RU,88,8,0,0,622,248420,738,0,0,10,6,0,0,11,84,1150,5163622,7194556,0,0,5,75,10,0,0,1230,527080,1116,0,0,3,2,2,0,7,65,937,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IR,122,39,24,24,400,521100,1166,39,0,28,15,10,0,4,49,1571,12484795,3848515,768804,0,14,21,8,6,6,0,327000,900,8,0,8,5,4,0,3,24,393,2,12,1,3,3,200,75000,290,1,0,0,0,1,0,1,1,113,1,1,1,1,1
TR,103,3,0,0,400,202620,670,0,0,4,2,0,0,8,22,882,5836878,506301,489817,0,8,9,0,0,0,540,38700,0,0,0,0,0,0,0,2,0,68,0,10,0,0,0,60,42480,180,0,1,0,0,0,0,1,0,76,2,1,1,1,1
IN,77,0,0,0,0,277400,470,0,0,56,34,8,0,8,42,919,21022546,5259508,859895,0,5,16,2,0,0,0,90000,206,1,0,11,2,0,0,5,8,212,2,2,0,0,0,0,15000,0,0,0,3,1,0,0,2,0,26,0,1,1,1,1
BR,85,26,0,0,400,428000,718,22,0,18,14,8,0,1,40,945,7784862,13102244,6028516,0,0,116,31,0,0,1683,730600,1172,6,0,12,7,14,0,3,0,1040,6,32,21,0,0,1703,490100,1513,13,0,4,1,7,0,3,40,720,10,1,1,1,1
US,52,0,0,0,95,68320,178,0,0,0,0,3,0,2,40,582,2910198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MX,30,1,0,0,450,38660,132,0,0,0,0,5,0,1,7,297,1610007,6331647,6743984,0,6,59,12,27,27,490,223560,450,2,0,5,3,4,0,9,8,768,7,49,9,20,20,1580,559680,1608,1,0,3,3,3,0,3,80,1039,7,1,1,1,1
JP,46,0,0,0,0,19320,0,0,0,0,0,0,0,3,0,313,2245997,0,5991112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,373,161440,576,0,0,14,7,0,0,3,40,634,0,1,1,1,1
ES,92,0,0,0,120,105620,385,0,0,0,0,0,0,4,0,606,5307428,196953,0,0,7,0,0,0,0,180,0,20,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
BD,40,0,0,0,0,33920,124,0,0,0,0,0,0,1,7,298,1529100,12809257,614619,0,4,168,12,37,37,1630,895680,1542,0,0,14,11,0,0,9,29,1611,7,14,1,2,2,600,120000,435,0,1,0,0,0,0,1,0,126,3,1,1,1,1
,51,0,0,0,500,79620,268,0,0,0,0,2,0,1,40,579,2481803,6110085,0,0,5,54,2,1,1,540,167400,572,1,0,21,12,4,0,2,0,423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PL,146,2,0,0,540,277400,750,1,0,3,2,0,0,1,18,1083,23991372,25706096,32352499,0,5,16,1,0,0,520,315000,375,1,0,3,1,0,0,3,68,637,0,63,74,0,0,420,720000,530,20,0,0,0,0,0,2,10,891,0,1,1,1,1
PT,86,3,11,11,670,220920,626,2,0,5,4,7,0,3,5,780,6200788,2430756,0,0,13,30,0,16,16,1260,207480,1104,0,1,0,0,4,0,0,0,343,2,0,0,0,0,0,30000,104,0,0,0,0,1,0,0,0,0,0,1,1,1,1
IT,99,2,0,0,700,197300,530,1,0,7,3,0,0,5,40,918,7318840,1944890,0,0,6,33,0,1,1,0,76200,275,0,0,1,0,0,0,4,0,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,113,3,0,0,388,239620,614,1,0,27,16,12,0,2,20,968,7870803,1365622,0,0,5,28,2,0,0,500,114980,325,1,0,2,0,5,0,1,0,224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
LB,43,7,4,4,0,98400,298,0,0,0,0,0,0,1,40,617,2549171,3356612,243514,0,7,27,2,5,5,900,110100,290,0,0,8,8,0,0,2,5,301,6,5,0,0,0,0,27060,15,0,0,0,0,0,0,2,0,48,1,1,1,1,1
LB,71,9,22,22,630,181220,443,1,0,9,7,6,0,1,40,956,6836404,0,1840987,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,313,156180,366,0,0,2,0,1,0,3,32,325,6,1,1,1,1
PH,85,0,14,14,362,169160,443,0,1,0,0,18,0,4,33,1025,9241197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MA,164,55,0,0,400,578700,805,15,0,15,10,0,0,1,0,1503,16599934,5439718,2024364,0,5,71,21,0,0,880,430000,490,13,0,1,0,0,0,1,3,593,0,20,5,0,0,180,135000,255,0,0,0,0,0,0,1,0,181,3,1,1,1,1
CA,64,5,4,4,81,65720,166,1,0,0,0,4,0,5,5,544,3686651,2276150,1893012,0,6,42,3,0,0,800,141380,814,0,0,0,0,13,0,6,1,356,11,36,3,0,0,321,114000,466,1,0,0,0,12,0,10,4,312,0,1,1,1,1
IN,119,0,0,0,120,204600,528,0,1,0,0,0,0,8,40,1062,6291845,7362076,3470170,0,0,26,0,0,0,540,175800,405,0,0,19,10,0,0,8,19,391,1,1,0,0,0,540,210000,300,0,0,4,0,0,0,3,42,335,0,1,1,1,1
MM,13,0,0,0,0,146300,292,0,0,0,0,4,0,2,0,104,595622,12342723,3993368,0,6,111,3,27,27,2430,776100,2174,0,1,13,12,11,0,9,80,1444,8,18,0,15,15,1400,510000,1342,0,0,2,0,4,0,5,80,682,4,1,1,1,1
IT,87,12,0,0,600,275400,560,12,0,45,18,8,0,4,40,964,17490538,3611444,2933847,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,22,24,0,0,400,165000,227,24,0,0,0,2,0,5,0,309,1,1,1,1,1
RU,23,1,0,0,0,38760,142,1,0,0,0,9,0,1,14,284,1088260,6162067,1317186,0,6,78,3,19,19,560,352540,795,3,0,10,8,11,0,4,46,1015,8,9,0,0,0,1320,165000,630,0,1,2,1,5,0,5,9,204,1,1,1,1,1
MX,52,52,0,0,0,135500,152,25,0,0,0,3,0,3,10,772,4663480,1447178,0,0,6,11,16,1,1,0,58200,172,1,0,0,0,1,0,2,3,207,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RU,46,1,3,3,100,58900,167,1,0,0,0,7,0,1,29,491,2961493,6033531,7006409,0,3,91,6,8,8,445,215520,591,5,0,4,2,9,0,1,6,663,0,53,51,2,2,1123,624880,1125,51,0,2,1,6,0,1,35,970,7,1,1,1,1
CA,52,0,0,0,0,28400,4,0,0,0,0,0,0,3,1,338,2175105,2675356,688503,0,0,16,0,3,3,0,28800,154,0,0,0,0,1,0,1,5,189,0,7,0,2,2,0,14460,0,0,0,1,0,0,0,1,0,67,0,1,1,1,1
MX,342,274,30,30,2756,2565600,2786,116,4,5,3,74,0,4,28,4163,42239288,19298813,10957499,0,12,185,106,27,27,2530,1747300,2101,84,0,0,0,16,0,1,26,2078,6,69,78,23,23,1097,889300,1164,78,1,0,0,9,0,2,0,1101,6,1,1,1,1
IT,13,0,0,0,0,5700,0,0,0,0,0,2,0,3,0,101,689442,0,6972441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,8,0,0,694,134800,420,0,0,1,1,29,0,5,2,785,0,1,1,1,1
MX,83,68,2,2,800,402400,596,0,0,20,10,0,0,5,40,1226,17232069,11282343,0,0,9,36,35,0,0,0,287000,335,0,0,23,8,0,0,9,0,536,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,162,8,35,35,2150,590400,1784,0,0,15,9,5,0,6,58,1748,12726979,6773561,3479682,0,13,138,4,10,10,1010,509900,1512,1,0,6,4,4,0,8,0,961,5,45,0,0,0,1150,195000,765,0,0,8,5,2,0,5,0,324,3,1,1,1,1
ES,61,5,5,5,400,110420,409,1,0,0,0,5,0,3,27,754,5468606,1803431,0,0,12,10,0,0,0,250,40640,325,0,0,4,3,1,0,2,5,151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
EG,46,50,0,0,250,233660,624,3,0,0,0,9,0,3,80,1137,6543360,0,15602540,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,81,24,24,783,649240,1183,65,0,38,11,14,0,4,40,1565,11,1,1,1,1
IN,21,0,0,0,0,8100,0,0,0,0,0,3,0,1,0,196,1483068,6937846,0,0,0,75,2,0,0,237,139300,385,0,0,8,2,20,0,3,13,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,1
BR,15,10,0,0,0,21900,22,0,0,0,0,1,0,1,6,203,1205604,5279508,0,0,0,36,59,5,5,0,184700,284,2,0,0,0,2,0,0,33,809,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
IR,17,0,0,0,0,5800,0,0,0,0,0,5,0,1,0,112,588361,9252922,3276498,0,0,54,0,0,0,0,81800,288,0,0,23,15,5,0,7,40,708,0,55,0,0,0,0,294600,683,0,0,8,2,19,0,6,0,401,0,1,1,1,1
CO,16,14,0,0,0,26500,25,0,0,0,0,4,0,1,0,197,1167871,29988037,19470411,0,2,194,206,0,0,332,1270100,1604,102,1,46,30,26,0,3,6,2652,6,80,131,29,29,1220,1605000,1546,2,0,18,13,10,0,11,54,1819,9,1,1,1,1
KR,21,1,0,0,0,28400,102,0,0,0,0,2,0,2,5,225,962117,15634544,2501063,0,5,178,98,7,7,1668,1151300,1330,26,0,17,13,10,0,15,14,2177,6,18,20,0,0,540,345000,829,0,1,2,1,2,0,3,0,287,5,1,1,1,1
BR,66,77,0,0,400,292400,432,40,0,0,0,7,0,2,12,981,6111016,676549,0,0,9,10,7,0,0,0,30000,122,1,0,0,0,1,0,0,0,108,0,0,0,0,0,0,0,110,0,0,0,0,3,0,0,0,0,2,1,1,1,1
UA,65,8,0,0,0,87800,67,7,0,0,0,5,0,1,0,481,3351426,3205066,638719,0,4,29,13,7,7,250,135360,516,10,0,5,4,3,0,1,11,414,7,7,0,4,4,0,64500,154,0,0,0,0,1,0,1,0,95,3,1,1,1,1
TW,66,0,19,19,719,137900,408,0,0,0,0,13,0,1,29,772,3755934,2378004,0,0,6,4,0,3,3,180,73400,188,0,0,8,6,3,0,1,1,129,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,50,78,1,1,0,0,0,77,0,0,0,0,0,6,20,1019,5062346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
UA,18,8,0,0,0,10920,52,8,0,0,0,1,0,1,5,215,1290141,0,3428132,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,6,6,250,135380,200,31,0,0,0,1,0,7,19,544,6,1,1,0,1
FR,40,4,1,1,250,44420,114,0,0,0,0,0,0,1,10,365,2617390,11097139,11001309,0,6,172,61,21,21,1520,1000980,1316,0,0,6,5,1,0,10,15,1754,5,91,72,27,27,1060,1155000,1145,2,0,1,1,0,0,5,50,1631,3,1,1,1,1
KR,7,0,0,0,0,2160,200,0,0,0,0,1,0,1,0,60,177194,25071056,4010195,1,0,434,201,20,20,3104,2988240,3521,197,0,13,6,9,0,6,93,4671,11,42,41,20,20,0,480000,914,41,0,0,0,1,0,1,0,656,4,1,1,1,1
