country,level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,pvp-unlock,hunt-unlock,exp-unlock,label
ES,133,6,3,3,700,298000,837,1,0,9,8,6,0,4,40,1118,7173967,5919347,0,0,7,14,8,9,9,763,210000,286,0,0,12,11,5,0,2,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
PH,50,0,0,0,250,44420,144,0,0,0,0,2,0,1,0,345,1949640,6122299,3776806,0,4,26,0,0,0,0,142200,634,0,0,22,12,4,0,7,40,506,6,20,0,0,0,0,240000,837,0,0,5,1,3,0,4,80,638,5,1,1,1,1
PH,76,0,0,0,0,115160,237,0,0,1,1,1,0,2,9,545,4147048,1446173,0,0,4,36,0,0,0,0,71060,411,0,0,0,0,2,0,2,0,227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MY,127,7,21,21,1618,667400,1259,0,1,22,10,8,0,8,54,1493,10592111,1535101,1437277,0,7,14,0,20,20,900,105000,895,0,0,0,0,3,0,3,0,289,5,16,0,18,18,540,210000,567,0,1,0,0,4,0,2,4,294,4,1,1,1,1
VN,23,1,0,0,350,44920,146,0,0,0,0,4,0,1,9,243,1025001,2044643,2788295,0,6,29,1,2,2,500,105680,362,0,0,0,0,6,0,5,23,420,6,26,1,6,6,460,161100,483,0,0,6,4,3,0,3,5,303,7,1,1,1,1
IN,146,1,2,2,1060,356700,983,0,0,5,3,18,0,14,40,1307,9313299,2166190,0,0,5,24,7,0,0,789,135000,486,0,1,0,0,5,0,11,0,284,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RU,94,0,4,4,1200,382400,846,0,0,17,13,0,0,6,75,1170,9136423,7604447,1251970,0,6,91,0,35,35,1210,450000,1240,0,0,8,7,0,0,9,16,1004,6,16,0,0,0,0,60000,120,0,0,3,2,0,0,8,0,142,2,1,1,1,1
RO,91,0,0,0,250,52600,1768,0,4,0,0,2,6,3,8,712,2441931,4250301,8259566,4,5,202,0,10,10,2100,500800,4024,0,3,5,3,5,13,2,32,1640,8,430,0,5,5,36230,2921500,32402,0,12,0,0,4,4,4,10,2822,6,1,1,1,1
MA,108,0,0,0,1201,484100,1114,0,0,19,16,9,0,2,80,1218,8110098,5284591,9664835,0,5,29,3,3,3,250,129500,146,0,0,13,4,1,0,1,0,273,0,72,32,0,0,1100,665000,1535,0,0,14,9,2,0,2,62,1141,8,1,1,1,1
CL,134,8,0,0,1063,238400,730,8,0,3,2,19,0,4,12,1051,7223670,5367870,628757,0,5,36,9,0,0,602,302700,926,8,0,2,0,25,0,7,14,525,5,0,2,0,0,400,15000,137,2,0,0,0,1,0,2,0,37,1,1,1,1,1
CL,65,3,13,13,0,46820,146,0,0,0,0,19,0,6,0,580,3910122,2838431,0,0,0,32,1,20,20,0,75640,198,0,0,0,0,9,0,1,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,41,0,6,6,100,46120,126,0,0,0,0,1,0,1,8,404,2667834,14589946,7310192,0,5,121,6,4,4,1661,555280,1649,2,0,28,21,9,0,10,58,1410,7,48,6,2,2,942,274900,1014,1,0,11,8,8,0,8,21,628,4,1,1,1,1
HU,61,7,1,1,500,57200,109,0,0,0,0,4,0,2,0,441,2771709,3259736,302922,0,5,70,13,7,7,850,360100,922,2,0,1,1,3,0,2,40,815,7,9,0,0,0,60,0,308,0,0,0,0,1,0,1,0,65,0,1,1,1,1
AT,21,12,0,0,0,64220,221,0,0,0,0,0,0,1,10,312,1790655,3770250,47654,0,5,48,29,2,2,599,158400,177,0,0,0,0,0,0,1,16,573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,1
PS,60,3,0,0,499,61500,123,0,0,0,0,5,0,3,19,545,3627737,8498226,1224951,0,0,11,0,0,0,0,39300,268,0,0,23,7,4,0,3,0,134,0,1,0,0,0,200,9120,72,0,0,4,1,1,0,2,0,33,0,1,1,1,1
IN,50,0,0,0,0,28900,14,0,0,0,0,0,0,3,2,331,2341652,4113310,5916280,0,0,23,0,0,0,120,51120,120,0,0,11,5,0,0,3,0,218,0,19,0,0,0,120,89640,140,0,0,13,2,0,0,4,1,184,0,1,1,1,1
US,112,19,3,3,2009,314500,1669,0,3,5,3,13,3,2,30,1174,4645830,1079450,0,0,6,13,3,0,0,182,60000,235,0,0,1,1,1,0,1,10,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AR,32,6,0,0,0,19820,4,0,0,0,0,2,0,1,1,242,2229469,4006287,1710178,0,0,50,9,0,0,0,173880,494,0,0,6,3,3,0,2,9,423,5,33,0,0,0,860,188700,707,0,0,0,0,2,0,3,13,278,3,1,1,1,1
US,60,15,0,0,0,98300,168,8,0,0,0,0,0,4,40,740,4385595,0,2436211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,450,110100,314,0,0,0,0,2,0,5,24,328,0,1,1,1,1
US,165,13,2,2,1640,573400,1585,0,0,7,6,3,0,4,62,1635,9328815,562791,0,0,13,6,0,0,0,540,120000,407,0,0,0,0,1,0,1,10,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
BR,130,101,20,20,1080,802400,943,37,0,15,12,12,0,7,15,1780,13535089,7619560,3791465,0,7,69,69,9,9,1140,840000,1213,12,1,5,5,8,0,6,0,953,2,30,40,21,21,1080,600000,984,13,1,0,0,5,0,4,10,676,11,1,1,1,1
TH,60,45,12,12,698,266420,340,1,0,0,0,4,0,1,40,1004,5298777,1544415,870858,0,7,10,21,0,0,0,113000,351,4,0,3,2,2,0,2,9,301,5,0,10,0,0,430,93480,75,1,0,0,0,0,0,1,10,158,0,1,1,1,1
IN,69,0,1,1,300,96500,425,0,1,4,2,10,0,7,41,769,5631290,0,323667,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,3,0,29,0,1,1,1,1
RO,34,4,9,9,0,84800,182,3,0,0,0,9,0,2,11,396,1915027,7378828,9264039,0,7,82,24,20,20,1780,558520,1209,23,0,5,5,16,0,4,53,1261,7,98,74,9,9,1910,1158280,1917,74,1,3,2,20,0,3,69,1695,6,1,1,1,1
IN,120,1,5,5,690,269420,752,0,0,15,10,25,0,9,41,1185,10859263,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IR,57,3,0,0,0,36660,0,2,0,0,0,0,0,10,0,414,4344494,819724,2392089,0,0,10,0,0,0,120,20540,120,0,0,0,0,0,0,3,0,105,0,38,1,0,0,0,71720,257,1,0,0,0,8,0,1,1,330,0,1,1,1,1
BO,71,11,0,0,0,113260,275,0,0,5,3,14,0,3,1,547,25817706,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PK,14,3,0,0,506,85300,275,3,0,0,0,11,0,1,17,286,162246,5135500,1718670,0,7,15,7,0,0,1286,416320,1249,7,1,6,3,16,0,2,91,854,8,3,3,0,0,740,225600,569,3,0,0,0,9,0,5,56,458,5,1,1,0,1
TN,101,115,0,0,930,547400,644,59,0,23,15,11,0,4,31,1658,15918648,4746657,0,0,5,17,19,25,25,630,270000,647,18,1,5,0,10,0,4,0,524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
BR,100,7,0,0,120,151800,332,3,0,0,0,20,0,8,0,840,6274825,457351,2764795,0,0,9,0,0,0,300,73620,329,0,0,0,0,7,0,6,4,229,0,36,5,0,0,540,176680,564,0,0,0,0,11,0,10,0,331,0,1,1,1,1
KR,144,4,0,0,500,292400,872,3,0,2,2,8,0,10,9,1051,6375243,0,157634,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,360,0,0,0,0,2,0,2,0,36,0,1,1,1,1
AR,71,1,0,0,0,65920,157,0,0,5,5,48,0,1,11,567,6145302,0,991078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,212,53140,72,0,0,0,0,6,0,1,0,99,0,1,1,1,1
TR,142,3,0,0,885,430600,1057,0,0,5,2,18,0,2,23,1086,8182307,21925898,18332863,0,5,374,4,3,3,3299,1648000,3189,1,1,3,1,23,0,5,31,2809,5,291,42,36,36,3809,1692000,3436,3,1,0,0,31,0,10,0,2577,6,1,1,1,1
BD,60,2,20,20,0,157520,309,2,0,0,0,14,0,3,13,671,3964735,2235552,0,0,6,30,4,9,9,135,134880,761,4,0,0,0,5,0,3,10,402,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,32,21,18,18,400,71820,139,7,0,0,0,3,0,1,12,590,3405750,4070108,192347,0,4,29,21,21,21,570,136800,592,1,0,0,0,4,0,5,13,640,7,2,0,0,0,0,27000,72,0,0,0,0,1,0,2,0,28,0,1,1,0,1
MM,157,6,20,20,940,483000,1208,0,0,16,9,42,0,1,35,1402,14818221,17058426,0,0,6,46,3,20,20,1400,642000,1880,0,1,23,8,15,0,4,80,1012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
PH,57,18,0,0,450,50600,100,17,0,0,0,7,0,4,0,522,4479491,2582118,0,0,5,6,2,0,0,400,157300,384,2,0,0,0,1,0,2,32,307,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
VN,99,8,20,20,1220,397400,959,0,0,15,12,10,0,5,68,1357,10586212,2400125,664831,0,7,17,2,14,14,300,114000,852,0,0,4,1,3,0,3,7,334,5,3,0,10,10,0,15000,228,0,0,0,0,1,0,2,0,126,0,1,1,1,1
ID,76,5,0,0,328,96220,432,3,0,4,2,5,0,2,52,865,6825904,2970880,0,0,0,13,0,0,0,120,71280,260,0,0,17,5,1,0,1,12,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,77,3,2,2,784,144300,439,0,0,7,6,9,0,3,40,844,5556972,2612408,0,0,6,5,1,0,0,200,98160,294,0,0,6,4,4,0,2,18,194,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IN,99,6,1,1,1014,241720,637,0,1,12,6,0,0,7,5,773,6876582,7851667,4382661,0,5,58,5,15,15,643,286780,645,0,0,8,4,0,0,10,12,657,6,32,6,2,2,420,177000,465,0,0,10,4,0,0,4,0,324,3,1,1,1,1
VN,111,0,13,13,1379,364700,1154,0,0,17,7,12,0,7,45,1241,7451376,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
SI,92,1,5,5,0,135500,390,1,0,7,3,4,0,2,10,708,4146339,3254869,0,0,5,53,0,0,0,0,201900,573,0,1,0,0,11,0,1,0,480,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
JO,40,1,0,0,350,33320,90,0,0,0,0,1,0,1,0,291,1645610,5251310,0,0,4,35,2,0,0,240,81840,393,0,0,13,11,0,0,2,50,548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
SA,29,0,0,0,0,16460,44,0,0,0,0,0,0,3,7,296,2324520,4237328,1015457,0,0,44,1,2,2,98,93260,264,1,0,9,7,0,0,6,11,404,5,2,0,3,3,0,0,120,0,0,1,0,0,0,1,0,35,0,1,1,1,1
MM,51,0,0,0,300,26800,15,0,0,0,0,1,0,1,0,330,1988076,4082055,0,0,1,30,0,0,0,300,109100,336,0,0,12,7,0,0,1,40,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
KR,220,125,21,21,10,1703400,1798,29,0,31,21,0,0,5,40,2592,25530400,7607995,0,0,7,105,5,20,20,2250,676000,1585,3,2,5,5,0,0,4,80,1261,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
GR,80,8,1,1,1008,248420,705,8,0,1,1,14,0,2,23,729,3629760,5179132,907307,0,6,18,8,19,19,740,364580,681,7,0,5,5,7,0,1,74,809,7,4,0,2,2,260,32000,231,0,0,2,2,1,0,1,3,96,0,1,1,1,1
RU,120,0,8,8,600,277400,553,0,0,14,11,1,0,4,8,891,9687449,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,42,46,2,2,0,96500,146,22,0,0,0,0,0,2,11,659,4372667,2057242,0,0,6,29,9,0,0,0,84720,274,0,0,1,1,2,0,1,7,307,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
KR,101,7,14,14,650,194420,423,7,0,3,2,9,0,2,10,930,4451302,8393100,2204815,0,7,135,4,21,21,2220,701980,2127,4,0,3,3,11,0,11,65,1667,7,53,0,0,0,680,201800,734,0,0,0,0,5,0,5,5,433,0,1,1,1,1
UA,52,1,0,0,0,26400,0,0,0,0,0,2,0,2,0,370,3593453,1645727,238764,0,0,18,2,0,0,0,30800,120,0,0,0,0,0,0,2,2,171,0,6,0,0,0,0,7020,0,0,0,0,0,0,0,1,0,44,0,1,1,1,1
RO,166,11,28,28,0,741200,1744,0,1,36,27,6,0,5,72,1863,14316640,7201911,1793334,0,14,58,3,19,19,2310,493320,1396,1,0,26,20,6,0,6,18,731,6,7,11,10,10,60,240000,546,3,0,0,0,1,0,2,10,281,6,1,1,1,1
BY,70,75,21,21,10,292400,353,25,0,0,0,6,0,3,15,1112,6062619,22646463,0,0,7,141,116,26,26,1420,1216900,2292,103,0,26,15,10,0,3,60,2201,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
KR,92,1,3,3,850,181220,452,1,0,2,2,1,0,4,18,763,3602173,2043212,4036166,0,7,9,0,20,20,250,171180,329,0,0,0,0,1,0,3,20,360,7,5,1,20,20,900,195000,916,1,0,9,6,1,0,2,40,555,4,1,1,1,1
IR,26,0,0,0,0,8700,0,0,0,0,0,1,0,3,0,185,1621931,8798464,4587114,0,0,64,0,0,0,310,131200,354,0,0,18,9,9,0,3,0,492,0,13,0,0,0,540,171900,550,0,0,10,5,6,0,5,34,391,0,1,1,1,1
MY,34,0,0,0,250,72160,268,0,0,0,0,3,0,1,40,479,1787337,1001829,5505580,0,5,22,1,0,0,0,37760,139,1,0,0,0,4,0,2,0,183,5,39,6,24,24,1071,211680,626,0,0,7,4,9,0,5,11,617,7,1,1,1,1
BR,50,18,0,0,250,105620,302,0,0,0,0,10,0,3,13,568,4891009,5132211,1148549,0,10,55,25,25,25,750,306780,784,0,0,5,3,7,0,5,5,730,8,15,7,5,5,500,75000,483,0,1,0,0,2,0,2,0,176,2,1,1,1,1
RU,16,0,0,0,0,17820,52,0,0,0,0,0,0,1,5,150,594247,12066346,10513836,0,3,55,0,4,4,0,259580,504,0,0,28,19,1,0,6,35,667,7,77,0,19,19,0,480000,1115,0,0,18,6,0,0,6,55,1014,7,1,1,1,1
BG,20,0,0,0,0,7700,22,0,0,0,0,0,0,1,6,164,877161,6241690,144166,0,0,80,10,20,20,277,225960,671,0,0,2,2,20,0,4,1,715,11,1,0,0,0,60,0,96,0,0,0,0,2,0,2,0,26,0,1,1,1,1
BR,77,5,2,2,0,96500,312,2,0,0,0,0,0,2,14,609,3515047,1472671,583170,0,7,13,1,0,0,0,28620,120,0,0,5,3,0,0,2,0,102,0,8,0,0,0,0,44040,75,0,0,0,0,0,0,2,0,66,3,1,1,1,1
RO,81,0,0,0,750,198800,466,0,0,5,5,6,0,3,48,818,5701901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GR,95,2,0,0,0,181220,460,1,0,0,0,0,0,2,0,584,4317540,11139980,4522393,0,5,79,15,0,0,2260,786180,1425,4,0,10,9,0,0,7,81,1234,6,71,7,0,0,680,645000,1060,2,0,1,1,0,0,5,19,649,7,1,1,1,1
PT,20,0,0,0,450,21900,92,0,0,0,0,1,0,1,5,181,651114,1611194,0,0,4,41,3,0,0,0,79260,164,0,0,0,0,3,0,1,10,345,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
CR,4,5,0,0,0,2160,25,0,0,0,0,0,0,1,0,68,595766,5903234,0,0,2,24,44,0,0,0,113000,148,0,0,0,0,5,0,1,20,551,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JP,54,1,0,0,0,69420,278,1,0,0,0,1,0,2,40,595,2101700,11206492,0,0,6,284,9,0,0,2850,1287980,2572,9,0,19,8,4,0,10,80,2281,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FR,70,32,0,0,400,169160,262,0,0,13,6,3,0,12,5,752,4634129,11231529,3472316,0,6,108,33,16,16,860,591240,1234,0,1,14,11,4,0,23,5,1147,7,50,21,4,4,300,384000,1067,1,0,2,1,4,0,15,1,585,4,1,1,1,1
ES,126,10,0,0,360,219920,569,3,0,2,2,14,0,6,5,889,7884906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,71,2,22,22,117,195000,492,1,0,19,9,0,0,1,55,974,8338825,5702750,10540397,0,5,35,1,23,23,1230,278700,456,1,0,11,4,0,0,1,25,588,5,77,5,17,17,1080,510000,1305,1,0,17,6,0,0,2,35,1070,6,1,1,1,1
FR,41,0,0,0,0,28400,30,0,0,0,0,13,0,3,10,329,2533902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RU,8,10,0,0,0,26400,40,0,0,0,0,2,0,1,0,138,765557,21059591,17753645,0,3,97,156,9,9,1520,806000,1107,19,0,20,16,8,0,14,53,2176,10,24,65,25,25,850,711000,1711,6,0,14,12,10,0,14,47,1268,8,1,1,1,1
ES,147,5,1,1,1752,533300,1482,5,0,10,7,11,0,6,81,1569,13434068,2061504,0,0,10,8,0,0,0,267,45000,197,0,0,5,3,2,0,2,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CA,49,3,0,0,0,71420,185,0,0,0,0,7,0,4,15,478,3958594,15718516,8265660,0,6,70,8,13,13,0,531300,1732,2,0,38,27,6,0,4,123,1421,8,52,3,7,7,2250,480000,1241,0,0,22,6,7,0,5,31,690,6,1,1,1,1
CA,200,7,37,37,2140,976400,3032,2,0,43,36,6,0,10,120,2481,16900105,8744590,40511,0,14,121,0,23,23,2210,746600,1889,0,0,24,20,4,0,6,38,1178,7,0,0,0,0,0,0,180,0,0,0,0,1,0,1,0,7,0,1,1,1,1
IT,79,8,0,0,200,115160,240,7,0,6,6,0,0,1,0,594,4183073,10805820,4018329,0,5,158,4,23,23,2466,1049940,2185,4,1,5,2,0,0,10,104,1999,7,71,1,20,20,1000,293000,880,1,0,0,0,0,0,2,0,701,6,1,1,1,1
BE,153,8,0,0,500,307400,832,0,0,10,8,2,0,5,11,1070,9524198,2075008,0,0,7,10,0,0,0,200,45000,145,0,0,0,0,1,0,2,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,215,34,21,21,2286,941700,1928,26,1,1,1,0,2,4,40,2030,9596790,4355944,4695183,2,6,148,3,11,11,990,560200,1140,0,0,0,0,0,0,5,0,999,0,97,0,27,27,1250,611300,1100,0,0,0,0,0,0,4,46,1139,7,1,1,1,1
TR,79,0,0,0,797,61100,403,0,1,0,0,5,0,5,33,751,4925131,1384960,0,0,5,21,0,0,0,399,0,443,0,0,0,0,10,0,4,2,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MX,111,16,0,0,1008,296400,829,0,0,20,14,11,0,3,14,985,9786336,6503130,420188,0,11,90,14,0,0,1575,706800,1437,0,0,6,3,12,0,5,58,1106,5,2,0,0,0,400,45000,332,0,1,0,0,2,0,2,10,102,2,1,1,1,1
TR,70,0,11,11,40,181620,388,0,0,13,8,4,0,1,30,726,7200125,10600580,2151809,0,5,37,1,4,4,1401,360180,663,0,0,25,11,5,0,2,50,701,1,34,4,0,0,560,162000,630,0,0,0,0,4,0,3,0,324,4,1,1,1,1
GR,70,5,1,1,660,125200,347,4,0,0,0,0,0,2,6,554,4076312,14860,1551752,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,13,2,2,2,190,97200,288,2,0,1,0,0,0,0,10,190,6,1,1,1,1
TR,79,0,21,21,230,107220,308,0,0,13,8,0,0,4,40,935,9882029,52789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
KZ,56,0,0,0,500,53300,124,0,0,0,0,0,0,5,1,385,2483534,303408,3211032,0,6,6,0,0,0,0,6600,40,0,0,0,0,0,0,2,0,44,2,30,0,0,0,240,141500,350,0,1,10,7,0,0,2,0,260,4,1,1,1,1
KZ,113,0,10,10,278,233720,558,0,1,2,2,0,0,8,7,913,8039547,1046163,388789,0,9,7,1,0,0,400,27900,84,1,0,1,0,3,0,5,1,93,1,5,0,0,0,563,14580,273,0,0,0,0,1,0,1,0,42,2,1,1,1,1
CO,114,6,22,22,98,388000,1018,0,0,34,20,5,0,4,67,1402,13459019,4240013,3301334,0,12,87,4,2,2,443,329200,837,0,1,6,5,2,0,4,0,588,2,0,0,0,0,0,0,156,0,0,13,7,1,0,2,0,44,0,1,1,1,1
VN,47,3,0,0,600,77820,248,1,0,0,0,1,0,2,32,534,2073825,5575786,2876921,0,5,92,3,8,8,630,229880,725,2,0,11,6,0,0,5,18,793,6,29,0,1,1,1000,228300,980,0,0,5,2,1,0,7,0,341,2,1,1,1,1
VN,22,0,0,0,0,28500,92,0,0,0,0,5,0,1,5,207,1060410,4074837,2308445,0,4,39,8,20,20,750,157620,486,1,0,0,0,8,0,1,40,721,7,6,4,15,15,597,126180,616,0,0,2,2,3,0,2,15,307,6,1,1,0,1
AR,65,7,5,5,0,96500,426,0,0,0,0,2,0,5,6,605,4273234,3572059,6157087,0,11,40,5,22,22,279,210900,578,0,0,5,5,4,0,6,8,519,7,45,7,22,22,2107,397500,1436,0,1,4,2,18,0,6,40,905,7,1,1,1,1
HK,71,0,0,0,250,57200,299,0,0,13,10,4,0,2,10,571,6478413,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PL,41,6,0,0,400,64220,150,1,0,0,0,12,0,1,13,378,1688685,2988695,0,0,6,36,28,0,0,0,198180,440,0,0,3,2,10,0,2,0,430,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IT,130,8,8,8,1380,281800,988,7,0,2,2,32,0,8,20,1168,6346708,3656487,824586,0,10,37,3,3,3,790,199000,853,3,1,7,3,17,0,8,1,402,4,7,0,1,1,0,30000,179,0,0,1,1,3,0,2,0,74,0,1,1,1,1
IN,13,0,0,0,0,3720,0,0,0,0,0,0,0,2,0,84,441059,18288356,2200738,0,0,157,0,1,1,767,498680,1167,0,0,35,21,14,0,10,20,1315,7,30,0,0,0,400,120000,199,0,0,2,1,2,0,1,0,250,0,1,1,1,1
FR,15,0,0,0,0,26400,108,0,0,0,0,0,0,1,20,256,2179377,3238999,0,0,0,48,0,0,0,120,53120,60,0,0,0,0,0,0,1,20,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MX,37,49,0,0,500,127020,224,0,0,0,0,2,0,2,25,727,4586904,14948323,9589562,3,6,33,50,15,15,660,467280,632,3,0,45,24,3,0,4,25,899,7,46,78,14,14,630,603000,897,11,0,9,6,2,0,3,26,1083,6,1,1,1,1
TR,30,0,0,0,0,19820,70,0,0,0,0,2,0,1,0,212,1470532,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
GR,50,2,0,0,100,62220,126,0,0,0,0,1,0,1,7,396,2222593,34279841,9219926,0,6,237,184,19,19,1466,2437480,2880,33,1,43,23,14,0,7,99,3416,8,16,9,12,12,1241,452000,1565,2,1,37,13,3,0,3,80,798,7,1,1,1,1
TR,37,0,0,0,0,33720,90,0,0,0,0,1,0,1,0,247,1560899,6343684,2733262,0,4,90,0,10,10,1137,261500,903,0,0,6,5,3,0,6,40,900,7,26,0,11,11,731,237080,735,0,0,1,0,2,0,8,43,538,3,1,1,1,1
ID,15,0,0,0,0,5700,0,0,0,0,0,0,0,5,1,118,1029317,3374578,1030572,0,0,47,1,0,0,0,37260,0,0,0,0,0,0,0,4,0,336,0,1,0,0,0,0,5760,0,0,0,0,0,0,0,3,0,47,0,1,1,0,1
BR,33,2,7,7,500,44420,172,0,0,0,0,1,0,1,10,367,1561017,6500470,0,0,7,88,0,25,25,800,367980,803,0,0,14,10,5,0,2,28,990,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MX,15,38,0,0,0,85800,136,1,0,0,0,0,0,1,25,486,4222357,1645842,184286,0,3,16,15,0,0,0,37320,55,0,0,0,0,0,0,2,0,207,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,1,1,0,1
TW,71,3,3,3,500,157520,429,1,0,6,4,5,0,3,40,805,5468067,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
RU,70,2,5,5,250,79520,312,0,0,36,23,1,0,1,6,632,9683079,13447072,2379162,0,7,130,4,6,6,2180,819280,1830,0,2,46,34,4,0,4,80,1490,7,10,0,14,14,120,225000,231,0,1,5,4,1,0,1,0,200,0,1,1,1,1
PL,70,12,0,0,629,215800,1034,7,2,10,9,6,2,5,40,911,6298908,2261918,0,0,9,4,5,0,0,0,55800,122,1,0,3,2,1,0,1,11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
DE,110,7,0,0,500,233760,671,0,0,14,9,3,0,1,40,993,6165490,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
